series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Type of skill	Reporting Type
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	31.58855	Float						Census and Statistics Department		['']	NA	PERCENT	FEMALE	ARSP	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	33.01083	Float						Census and Statistics Department		['']	NA	PERCENT	BOTHSEX	ARSP	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	34.58458	Float						Census and Statistics Department		['']	NA	PERCENT	MALE	ARSP	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	19.34563	Float						Census and Statistics Department		['']	NA	PERCENT	FEMALE	TRAF	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	2.66603	Float						Census and Statistics Department		['']	NA	PERCENT	BOTHSEX	PCPR	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	3.60073	Float						Census and Statistics Department		['']	NA	PERCENT	MALE	PCPR	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	50.51637	Float						Census and Statistics Department		['']	NA	PERCENT	FEMALE	COPA	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	52.71008	Float						Census and Statistics Department		['']	NA	PERCENT	BOTHSEX	COPA	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	55.13739	Float						Census and Statistics Department		['']	NA	PERCENT	MALE	COPA	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	1.82128	Float						Census and Statistics Department		['']	NA	PERCENT	FEMALE	PCPR	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	21.13194	Float						Census and Statistics Department		['']	NA	PERCENT	BOTHSEX	TRAF	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	344	China, Hong Kong Special Administrative Region	2018.0	23.10848	Float						Census and Statistics Department		['']	NA	PERCENT	MALE	TRAF	G
