series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Name of international institution	Reporting Type
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2000.0	1.69492	Float						Asian Development Bank Annual Report 2000		['']	G	PERCENT	ADB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2000.0	0.71429	Float						WTO Annual Report 2015		['']	G	PERCENT	WTO	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2005.0	1.5625	Float						Asian Development Bank Annual Report 2005		['']	G	PERCENT	ADB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2005.0	0.67114	Float						WTO Annual Report 2015		['']	G	PERCENT	WTO	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2010.0	1.49254	Float						Asian Development Bank Annual Report 2010		['']	G	PERCENT	ADB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2010.0	4.16667	Float						Charter of the Financial Stability Board (2009)		['']	G	PERCENT	FSB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2010.0	0.65359	Float						WTO Annual Report 2015		['']	G	PERCENT	WTO	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2015.0	1.49254	Float						Asian Development Bank Annual Report 2015		['']	G	PERCENT	ADB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2015.0	4.16667	Float						Charter of the Financial Stability Board (2012)		['']	G	PERCENT	FSB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2015.0	0.625	Float						WTO Annual Report 2015		['']	G	PERCENT	WTO	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2016.0	1.493	Float						Asian Development Bank Annual Report 2016		['']	G	PERCENT	ADB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2016.0	4.16667	Float						Financial Stability Board 3rd Annual Report		['']	G	PERCENT	FSB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2016.0	0.61728	Float						WTO Annual Report 2016		['']	G	PERCENT	WTO	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2017.0	4.16667	Float						Financial Stability Board 4th Annual Report		['']	G	PERCENT	FSB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2017.0	1.493	Float						Asian Development Bank Annual Report 2017		['']	G	PERCENT	ADB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2017.0	0.60976	Float						WTO Annual Report 2017		['']	G	PERCENT	WTO	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2018.0	0.60976	Float						WTO Annual Report 2018		['']	G	PERCENT	WTO	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2018.0	1.493	Float						ADB Financial Report 2037		['']	G	PERCENT	ADB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2018.0	4.16667	Float						Financial Stability Board 5th Annual Report		['']	G	PERCENT	FSB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2019.0	4.167	Float						FSB Financial Statements March 2026		['']	G	PERCENT	FSB	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	344	China, Hong Kong Special Administrative Region	2019.0	0.610	Float						WTO Annual Report 2019		['']	G	PERCENT	WTO	G
