series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of product	Reporting Type
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2016.0	0.1	Float						Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	WHE	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2016.0	-0.3	Float						Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	RIC	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2016.0	0.0	Float						Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	MAZ	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2016.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	SOR	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2016.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	MIL	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2017.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	MIL	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2017.0	-0.7	Float						Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	MAZ	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2017.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	SOR	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2017.0	-0.5	Float						Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	RIC	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	132	Cabo Verde	2017.0	-0.5	Float						Food Price Monitoring and Analysis (FPMA) online database (FAO/GIEWS/FPMA-Tool)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	WHE	G
