series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Type of skill	Reporting Type
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	2.34441	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	PCPR	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	2.65632	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	PCPR	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	2.99597	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	MALE	PCPR	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	15.5886	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	COPA	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	15.69443	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	COPA	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	15.80967	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	MALE	COPA	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	29.84661	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	MALE	ARSP	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	30.83757	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	ARSP	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	31.74759	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	ARSP	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	16.11745	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	TRAF	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	16.34258	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	TRAF	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	16.58774	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	MALE	TRAF	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	41.93112	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	EMAIL	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	42.29748	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	EMAIL	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	9.64807	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	SOFT	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	11.63714	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	MALE	SOFT	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	10.60026	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	SOFT	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	15.01526	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	MALE	EPRS	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	15.17313	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	EPRS	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	15.31812	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	EPRS	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	22.83298	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	CMFL	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	23.17557	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	CMFL	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	23.54862	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	MALE	CMFL	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	8.871	Float						Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		['']	NA	PERCENT	FEMALE	INST	G
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	398	Kazakhstan	2015.0	9.97509	Float						Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan		['']	NA	PERCENT	BOTHSEX	INST	G
