series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Type of product	Reporting Type
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2016.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	SOR	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2016.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	MIL	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2016.0	-0.1	Float						FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	MAZ	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2016.0	4.9	Float						FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	RIC	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2016.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	WHE	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2017.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	WHE	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2017.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	SOR	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2017.0	NaN	String						NA		['NA = A figure was not provided.']	NA	INDEX	MIL	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2017.0	-2.7	Float						FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	MAZ	G
AG_FPA_COMM	Indicator of Food Price Anomalies (IFPA), by type of product	24	Angola	2017.0	-0.5	Float						FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		['Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA']	G	INDEX	RIC	G
