series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2009.0	74.4276994332154	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2009.0	56.3530525773452	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2009.0	79.6111462871481	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2010.0	79.8636720403675	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2010.0	56.3494970909864	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2010.0	74.6244571942531	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2011.0	74.5445987215871	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2011.0	56.9287935429853	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2011.0	79.3617102125705	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2012.0	78.5510676220884	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2012.0	74.800547299892	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2012.0	57.7330714947321	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2013.0	58.3622041632246	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2013.0	74.8230957701653	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2013.0	78.0554421307346	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2014.0	74.8543375295434	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2014.0	77.5056403332531	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2014.0	58.9774078170518	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2015.0	59.5841890492622	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2015.0	77.0179864257759	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2015.0	74.8731171037769	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2016.0	74.4690018142864	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2016.0	76.4525008325734	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2016.0	60.153136180161	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2017.0	60.6376627587179	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2017.0	75.4523785336745	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2017.0	73.6172595383595	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2018.0	73.9512734025923	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2018.0	75.9805061631911	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	419	Latin America and the Caribbean	2018.0	62.0013706024509	Float						UIS		['']	E	PERCENT	PRIMAR	G
