series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	3.61111	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	3.95833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.69444	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	45-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.27778	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.27778	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	1.45833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.20833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	45-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.20833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	0.55556	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	10+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2000.0	2.15278	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		['']	CA	PERCENT	10+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	0.76389	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	10+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	2.15278	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	10+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	0.41667	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	45-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	0.27778	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	233	Estonia	2010.0	5.55556	Float						Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		['']	CA	PERCENT	25-44	ALLAREA	FEMALE	G
