series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Cities	Reporting Type
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	53	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	LALIBERTAD_NUEVASANSALVADOR	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	82	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SANMIGUEL_SANMIGUEL	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	83	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SANTAANA_SANTAANA	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	95	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SANSALVADOR_SOYAPANGO	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	81	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SANSALVADOR_SANSALVADOR	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	85	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SANSALVADOR_MEJICANOS	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	50	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SANSALVADOR_ILOPANGO	G
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	2001.0	73	Float						United Nations Human Settlements Programme (UN-Habitat)		['Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.']	C	PERCENT	SANSALVADOR_APOPA	G
