series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	8.6378	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	7.29788	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	12.51975	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	13.6936	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	14.19149	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	12.04737	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	4.52753	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	7.12583	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	7.50581	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	8.47867	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	8.08406	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	620	Portugal	2015.0	12.64692	Float						Statistics Portugal based on National Survey on Time Use by Men and Women		['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
