series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	12.22026	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.12496	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.37181	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	2.93155	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.4803	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	7.44945	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	10.5457	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	12.06978	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.56597	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.29404	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	7.17244	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	9.74081	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	6.59424	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	11.01788	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	11.6007	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	10.7174	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	2.86015	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.68896	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.56129	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.02843	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	65+	G
