series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	9.09981	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	6.13783	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	10.01516	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	11.1822	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	10.86281	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	6.90264	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	2.98412	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.09157	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.32455	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.31217	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.14451	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	10.52299	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	7.25866	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.80384	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.80866	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	2.94571	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	65+	G
