series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2004.0	66303	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2004.0	609474	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2006.0	757951	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2006.0	103648	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2008.0	589280	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2008.0	138859	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2010.0	1117841	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2010.0	306910	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2010.0	145489	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2012.0	130992	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2012.0	1158065	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2012.0	142805	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2014.0	135443	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2014.0	1492430	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2014.0	244786	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2016.0	926403	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	RECYCL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2016.0	302212	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	616	Poland	2016.0	155729	Float						UNSTATS / Environment Live 		['']	C	TONNES	G	INCINRT
