series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.7686336328125	0.7686336328125				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	1516.223610810547	1516.223610810547				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	6.9390468164063	6.9390468164063				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	143	Central Asia	3	142	Asia	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	87.5610648046875	87.5610648046875				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	8.2697625	8.2697625				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	145	Western Asia	3	142	Asia	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	742.8950435742188	742.8950435742188				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	11.9307145507813	11.9307145507813				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	15	Northern Africa	3	2	Africa	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	272.5116566210937	272.5116566210937				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	151	Eastern Europe	3	150	Europe	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	3933.053772578125	3933.053772578125				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	226.554592578125	226.554592578125				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	154	Northern Europe	3	150	Europe	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	190.8627473828125	190.8627473828125				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	155	Western Europe	3	150	Europe	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	223.874505859375	223.874505859375				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	2926.3346010156247	2926.3346010156247				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	162	Christmas Island	4	53	Australia and New Zealand	Country	105.6426067	-10.4882473	CXR	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	166	Cocos (Keeling) Islands	4	53	Australia and New Zealand	Country	96.82633757	-12.18600682	CCK	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	560.7305247363281	560.7305247363281				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	1.2797020507813	1.2797020507813				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	22.2668156835937	22.2668156835937				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	478.9401119726563	478.9401119726563				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	227.6125552636719	227.6125552636719				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	22.7692576367188	22.7692576367188				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	17.5836823828125	17.5836823828125				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	7.9774691796875	7.9774691796875				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	2.9535320019531	2.9535320019531				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	199	Least Developed Countries (LDC)	1			Group								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	2840.881468	2840.881468				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	202	Sub-Saharan Africa	3	2	Africa	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	2716.825119	2716.825119				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	20.184111484375	20.184111484375				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.5935418945313	0.5935418945313				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			Mainland;no data	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	21	Northern America	3	19	Americas	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	3897.5574922265623	3897.5574922265623				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.5116687109375	0.5116687109375				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	16.1175643945313	16.1175643945313				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	116.3230178320312	116.3230178320312				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	10.23337421875	10.23337421875				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	9.4697951757812	9.4697951757812				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	514.6665880273438	514.6665880273438				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	33.6182954296875	33.6182954296875				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	234	Faroe Islands	4	154	Northern Europe	Country	-7.122044325	62.21228119	FRO	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.2548359765625	0.2548359765625				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	238	Falkland Islands (Malvinas)	5	5	South America	Country	-58.75246778	-51.74562601	FLK	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.8668337304688	0.8668337304688				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	239	South Georgia and the South Sandwich Islands	5	5	South America	Country	-36.90662765	-54.20736749	SGS	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.0	0.0				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	165.4531588476563	165.4531588476563				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	5.0462434765625	5.0462434765625				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	248	Åland Islands	4	154	Northern Europe	Country	19.80945969	60.1544901	ALA	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	108.1789725	108.1789725				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	254	French Guiana	5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	2.5343279296875	2.5343279296875				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	258	French Polynesia	4	61	Polynesia	Country	-149.4052367	-17.67709294	PYF	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	260	French Southern Territories	5	14	Eastern Africa	Country	69.64849091	-49.6068576	ATF	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	2.555649765625	2.555649765625				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	31.4806704492188	31.4806704492188				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	50.6615173046875	50.6615173046875				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	2.6426338964844	2.6426338964844			West Bank	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	7.2371562695313	7.2371562695313				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	29	Caribbean	4	419	Latin America and the Caribbean	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	44.9836208203125	44.9836208203125				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	30	Eastern Asia	3	142	Asia	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	3560.1454594140623	3560.1454594140623				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	65.1497644140625	65.1497644140625				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	131.028056640625	131.028056640625				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.2558343554688	0.2558343554688				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	29.790277265625	29.790277265625				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.7675030664063	0.7675030664063				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	415.0103280859374	415.0103280859374				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	48.3526931835938	48.3526931835938				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	58.3758100585938	58.3758100585938				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	26.6104432617188	26.6104432617188				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	12.3963966210938	12.3963966210938				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	334	Heard Island and McDonald Islands	4	53	Australia and New Zealand	Country	73.52633626	-53.09106147	HMD	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	336	Holy See	4	39	Southern Europe	Country	12.45315803	41.90343751	VAT	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	nan	nan			NA = A figure was not provided.	Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	34	Southern Asia	3	142	Asia	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	1437.9073625195313	1437.9073625195313				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	77.0061409960937	77.0061409960937				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	0.258430078125	0.258430078125				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			[2017]	2017	2017	1	KM2	Square kilometers	G	Global	3.8225396484375	3.8225396484375				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	35	South-Eastern Asia	3	142	Asia	Region								[2017]	2017	2017	1	KM2	Square kilometers	G	Global	1581.967162734375	1581.967162734375				Food and Agriculture Organisation of United Nations ( FAO)		E: Estimated data
