series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	modeOfTransportation_code	modeOfTransportation_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	1	World	1			Region								MOT_AIR	Air transport	[2017, 2018]	2017	2018	2	T_KM	Tonne kilometres	G	Global	222995816489.325	230967364316.545	230967364316.545				ICAO		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	1	World	1			Region								MOT_ROA	Road transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		36985778829990.8	36985778829990.8				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	1	World	1			Region								MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		4303975146148.59	4303975146148.59				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	1	World	1			Region								MOT_RAI	Rail transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		17275052081105.5	17275052081105.5				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MOT_AIR	Air transport	[2017, 2018]	2017	2018	2	T_KM	Tonne kilometres	G	Global	1718960.0	1375210.0	1375210.0				ICAO		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MOT_ROA	Road transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		27481000000.0	27481000000.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		4858000000.0	4858000000.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			MOT_RAI	Rail transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		3824000000.0	3824000000.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MOT_AIR	Air transport	[2017, 2018]	2017	2018	2	T_KM	Tonne kilometres	G	Global	4833935.5007	4742159.83169	4742159.83169				ICAO		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MOT_ROA	Road transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		12757243285.044	12757243285.044				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MOT_RAI	Rail transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		3991448685.26	3991448685.26				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		4913668176.82167	4913668176.82167				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MOT_RAI	Rail transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		0.0	0.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		0.0	0.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			MOT_ROA	Road transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		621980264.38685	621980264.38685				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MOT_AIR	Air transport	[2017, 2018]	2017	2018	2	T_KM	Tonne kilometres	G	Global	36313253.64855	36261095.81812	36261095.81812				ICAO		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MOT_ROA	Road transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		112880268757.473	112880268757.473				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MOT_RAI	Rail transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		14623007399.703	14623007399.703				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region								MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		9074324292.63886	9074324292.63886				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MOT_AIR	Air transport	[2017, 2018]	2017	2018	2	T_KM	Tonne kilometres	G	Global	1915100.0	1900400.0	1900400.0				ICAO		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MOT_RAI	Rail transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		52574000000.0	52574000000.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		37000000.0	37000000.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			MOT_ROA	Road transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		47862700000.0	47862700000.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			MOT_AIR	Air transport	[2017, 2018]	2017	2018	2	T_KM	Tonne kilometres	G	Global	876000.0	676450.0	676450.0				ICAO		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			MOT_RAI	Rail transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		1452509893.43717	1452509893.43717				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		2333153270.80256	2333153270.80256				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			MOT_ROA	Road transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		9782434035.08205	9782434035.08205				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			MOT_AIR	Air transport	[2017, 2018]	2017	2018	2	T_KM	Tonne kilometres	G	Global	24803750.0	28280480.0	28280480.0				ICAO		C: Country data
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			MOT_IWW	Inland waterway transport	[2018]	2018	2018	1	T_KM	Tonne kilometres	G	Global		0.0	0.0				the International Transport Forum at the OECD (ITF-OECD)		C: Country data
