series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SG_GOV_LOGV	Number of local governments (number)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			32.0	32.0		32.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			[2015, 2018, 2019]	2015	2019	3	NUMBER	Number	G	Global	1.0			18.0	18.0	18.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	353.0	353.0	353.0	353.0		353.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	290.0	290.0	0.0	290.0	290.0	290.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			26.0	26.0		26.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			65.0	65.0		65.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	7852.0	7852.0	7852.0	7852.0		7852.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			[2016, 2017, 2018]	2016	2018	3	NUMBER	Number	G	Global		0.0	0.0	0.0		0.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			[2017]	2017	2017	1	NUMBER	Number	G	Global			1.0			1.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			[2018]	2018	2018	1	NUMBER	Number	G	Global				61.0		61.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			[2017, 2019]	2017	2019	2	NUMBER	Number	G	Global			112.0		135.0	135.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	25.0	25.0	25.0	25.0	25.0	25.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	27.0	27.0	27.0	27.0		27.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1			[2018, 2019]	2018	2019	2	NUMBER	Number	G	Global				41.0	41.0	41.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	188.0	188.0	188.0	188.0		188.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global	56.0	56.0	56.0			56.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	410.0	410.0	410.0	410.0	410.0	410.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
SG_GOV_LOGV	Number of local governments (number)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			19.0	19.0		19.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2020)		C: Country data
