goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,9.75577088177624,8.63145445060731,8.93559501228137,9.23620051540204,9.70659964917831,10.4517648879507,10.9253182105673,11.0054507612741,11.0780294048553,11.1593878891501,11.1593878891501,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,9.81845296449915,9.1388739579255,8.30631948322721,7.26463425992807,5.20132372289964,5.68896659010428,6.08399825739113,6.05729702008913,6.02301031730083,5.99057505450198,5.99057505450198,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",388,Jamaica,5,29,Caribbean,Country,-77.31068409,18.15616857,JAM,1,1,"[2016, 2017, 2018, 2019]",2016,2019,4,KG,Kilograms,G,Global,,,,,,,0.0185806963081533,0.0184877816305402,0.0187889662616833,0.0190510409978438,0.0190510409978438,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",392,Japan,4,30,Eastern Asia,Country,139.2716103,36.6554539,JPN,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,6.95490635541443,5.30743570341258,3.68312449433445,4.02917248691802,3.78407727382277,3.56291365984296,4.27665175468626,4.47292390481245,4.49058280572056,4.5111312828137,4.5111312828137,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",398,Kazakhstan,4,143,Central Asia,Country,66.65359159,48.01963494,KAZ,1,1,"[2016, 2017, 2018, 2019]",2016,2019,4,KG,Kilograms,G,Global,,,,,,,0.050474171188872,0.571348830695624,0.541749864680569,0.556830449925472,0.556830449925472,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,8.82954644768782,8.92695227693236,9.10372925691259,8.9800473131093,9.02195594881375,9.24635085088528,9.69166964091572,13.2059290454701,13.1102681547966,13.0180418303162,13.0180418303162,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",400,Jordan,4,145,Western Asia,Country,37.13024774,30.65365973,JOR,1,1,"[2018, 2019]",2018,2019,2,KG,Kilograms,G,Global,,,,,,,,,0.129966565054295,0.13346829448557,0.13346829448557,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,2.68439373007972,2.53082418318201,4.58101299370149,3.15816319639484,3.95195185321249,4.21068480157452,5.29583661331954,5.7146874199063,5.91744443360294,6.11461284156716,6.11461284156716,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",419,Latin America and the Caribbean,3,19,Americas,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,0.060723,0.063553,0.067597,0.089589,0.099177,0.116558,0.109891,0.124368,0.111911,0.114556,0.114556,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,2.02326256397913,2.22678001495983,2.26870911707873,2.36044891073131,2.43466817070877,2.44984794823982,2.45255829384606,4.78653803475685,4.86985591204592,4.95585736912216,4.95585736912216,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",438,Liechtenstein,4,155,Western Europe,Country,9.552985019,47.14167005,LIE,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,KG,Kilograms,G,Global,1.69463273697077,4.35273698999972,3.82356957531066,7.85056848944233,8.27534323866842,11.4239957293473,13.9423715310051,12.4322179605872,,,12.4322179605872,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,2.8580346210175,3.83829289855815,4.6818960447681,5.36867160439995,7.46626785547222,5.54594470699948,4.5079605683228,4.67207114312514,4.79272529602644,4.9065558130779,4.9065558130779,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,9.49615074130225,9.59923899312937,9.43760537246517,9.54006421480626,9.95109213145973,10.4121635808949,10.6876633532781,10.2464209327706,10.293309694428,10.3518527666347,10.3518527666347,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",470,Malta,4,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,3.70542923837134,3.74413482715694,3.5703363370625,3.99864834422167,3.88897928822148,4.57607845760323,3.97157526158051,4.05491822759085,4.13921375510808,4.22267983568624,4.22267983568624,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",474,Martinique,5,29,Caribbean,Country,-60.91544135,14.56086108,MTQ,0,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,KG,Kilograms,G,Global,2.00169257042663,2.98556212776164,3.75934041599934,4.10836728803555,6.06073327001485,7.66216712507563,8.75821746388562,10.1344342006564,,,10.1344342006564,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",480,Mauritius,5,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2011,2019,9,KG,Kilograms,G,Global,,1.59862646014544,1.69495411846454,1.7886597122325,1.87790449763033,1.95542308391632,2.02814017450292,2.09449525937981,2.15368461801916,2.21288591129978,2.21288591129978,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,0.26907882599348,0.275723851171076,0.283097326234434,0.290337668430982,0.297453028531719,0.305888449588858,0.31394479920152,0.321432929016286,0.328159582020816,0.334721871018069,0.334721871018069,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,"[2014, 2015, 2016, 2017, 2018, 2019]",2014,2019,6,KG,Kilograms,G,Global,,,,,0.0036052702871134,0.0038167755290527,0.0040132697715748,0.0042077955330586,0.0043985332723975,0.0045653981704876,0.0045653981704876,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",513,Europe and Northern America,2,1,World,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.173564,4.409845,4.442599,4.763165,4.913491,5.150769,5.586199,5.565129,5.613056,5.656951,5.656951,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",516,Namibia,5,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,KG,Kilograms,G,Global,,,,,,1.15901284763365,7.36627475992814,3.98564402321962,16.8917207858514,17.1013020215479,17.1013020215479,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,7.67964758222582,7.89792636492199,7.36571610632539,6.97592046124347,8.39454534809703,8.57171937147651,9.10855686127404,9.76356565988946,9.84370746572596,9.93253275162142,9.93253275162142,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",53,Australia and New Zealand,3,9,Oceania,Region,,,,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2012,2019,8,KG,Kilograms,G,Global,,,1.498867,1.807799,1.525093,1.887916,1.905486,1.912363,1.915473,1.923034,1.923034,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",56,Belgium,4,155,Western Europe,Country,4.660976456,50.64104975,BEL,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,9.64974469168509,10.4396642049199,10.5055724421996,11.0778261384607,11.1622295950754,11.2167585772804,11.2449729871405,11.2590311998018,11.2583126730289,11.2590020353875,11.2590020353875,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",578,Norway,4,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,22.0568340019951,22.1939298774234,20.9236023739677,20.6571170951242,20.8538293115354,20.3068294387486,19.5349412963368,18.6604898038715,18.7476258812355,18.7967603489885,18.7967603489885,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",604,Peru,5,5,South America,Country,-71.82093277,-13.58939705,PER,1,1,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",2013,2019,7,KG,Kilograms,G,Global,,,,0.0006878487818191,0.0157455680508038,0.271775062626475,0.0519122140322154,0.0872015623563432,0.0893676988202136,0.0911234650864082,0.0911234650864082,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",616,Poland,4,151,Eastern Europe,Country,19.40660158,52.1226733,POL,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,2.92842766867666,3.74361164039096,4.58562923259045,4.50044044449554,4.54032628886095,5.23638328955329,6.12418502534061,6.49379119154613,6.76464299076634,7.03695405786737,7.03695405786737,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",62,Central and Southern Asia,2,1,World,Region,,,,,,"[2016, 2017, 2018, 2019]",2016,2019,4,KG,Kilograms,G,Global,,,,,,,0.030294,0.342507,0.324176,0.330888,0.330888,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",620,Portugal,4,39,Southern Europe,Country,-7.961599811,39.68509315,PRT,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.40475252346274,5.60883941435398,4.15102807176077,4.77903948477159,5.80396428412366,6.21786734354737,6.74589416146758,6.80952676704838,6.85217472995825,6.90747321355055,6.90747321355055,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",638,Réunion,5,14,Eastern Africa,Country,55.53171398,-21.13183266,REU,0,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,KG,Kilograms,G,Global,3.33531204432954,5.54138362616679,6.20864850518493,6.39619238429828,6.69809559372666,7.49398570003903,7.68043856683936,8.11522477802976,,,8.11522477802976,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",642,Romania,4,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,1.28210138209229,1.03300837431093,1.14117106210085,1.64731348576798,1.60506665825511,2.04635521020585,2.35670540121679,2.45667701969159,2.55618016421521,2.65336571895934,2.65336571895934,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",643,Russian Federation,4,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,"[2014, 2015, 2016, 2017, 2018, 2019]",2014,2019,6,KG,Kilograms,G,Global,,,,,0.622127684006584,0.641266742623458,0.657185226678542,0.670753980515273,0.682975841120269,0.695984965900987,0.695984965900987,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",646,Rwanda,5,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,"[2018, 2019]",2018,2019,2,KG,Kilograms,G,Global,,,,,,,,,0.0569014602459167,0.0613553238322703,0.0613553238322703,,,,Environment Live / UNU,,E: Estimated data
