goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1993	lowerbound_1993	upperbound_1993	value_1994	lowerbound_1994	upperbound_1994	value_1995	lowerbound_1995	upperbound_1995	value_1996	lowerbound_1996	upperbound_1996	value_1997	lowerbound_1997	upperbound_1997	value_1998	lowerbound_1998	upperbound_1998	value_1999	lowerbound_1999	upperbound_1999	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	value_2020	lowerbound_2020	upperbound_2020	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	1	World	1			Region						[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.81972	0.81554	0.82376	0.81883	0.815	0.82292	0.81747	0.8133	0.82179	0.81588	0.80975	0.82016	0.81347	0.80645	0.81824	0.81012	0.80316	0.81651	0.80594	0.79966	0.81273	0.80259	0.79626	0.80946	0.79898	0.79288	0.80541	0.79532	0.78931	0.80228	0.79207	0.78579	0.79836	0.78829	0.78222	0.79489	0.78489	0.77857	0.79129	0.78117	0.77516	0.78784	0.77801	0.77083	0.78408	0.77442	0.76622	0.78066	0.77174	0.76076	0.77709	0.76824	0.75521	0.77359	0.7654	0.74915	0.77223	0.76157	0.74562	0.77149	0.75764	0.73987	0.77029	0.75489	0.73352	0.76979	0.751	0.72807	0.76818	0.74686	0.72159	0.76814	0.74262	0.71539	0.76682	0.73924	0.71022	0.76618	0.73737	0.69998	0.76522	0.73239	0.69503	0.76414	0.73239						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.94465	0.93585	0.94598	0.94454	0.93584	0.94587	0.94413	0.93585	0.94467	0.94337	0.9368	0.94465	0.94291	0.93684	0.94421	0.94248	0.93702	0.94377	0.94204	0.93728	0.94333	0.94176	0.93709	0.94289	0.94151	0.93708	0.94246	0.94124	0.93677	0.94202	0.94097	0.93634	0.94175	0.94095	0.93608	0.94149	0.94093	0.93509	0.94122	0.94092	0.93423	0.94095	0.94092	0.93355	0.94094	0.94091	0.93285	0.94108	0.94091	0.93218	0.94156	0.94091	0.93192	0.94173	0.94091	0.93123	0.94237	0.9409	0.93084	0.94264	0.9409	0.93006	0.94328	0.94089	0.92995	0.94402	0.94089	0.9298	0.94437	0.94088	0.92933	0.94522	0.94088	0.92834	0.94556	0.94087	0.92815	0.94639	0.94087	0.92759	0.94652	0.94086	0.92706	0.94699	0.94086						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.8688	0.86274	0.87343	0.86825	0.86241	0.87293	0.86729	0.86227	0.87182	0.8662	0.85962	0.87131	0.86427	0.85692	0.87006	0.86126	0.85371	0.8686	0.85874	0.85079	0.8664	0.8562	0.84776	0.86239	0.85291	0.84511	0.86018	0.84984	0.84183	0.85752	0.84722	0.83872	0.85492	0.84399	0.83569	0.85203	0.84119	0.83323	0.84947	0.83885	0.82953	0.84671	0.83617	0.82676	0.84421	0.83275	0.82353	0.84123	0.83079	0.81939	0.83919	0.82798	0.81598	0.8369	0.82506	0.81068	0.83573	0.82156	0.80392	0.83474	0.81823	0.8011	0.83394	0.81645	0.79676	0.83365	0.8128	0.78942	0.83392	0.81021	0.78555	0.83347	0.80665	0.77979	0.83273	0.80429	0.77552	0.83216	0.80034	0.77069	0.832	0.798	0.76619	0.83171	0.798						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.8921	0.87857	0.89267	0.89205	0.87967	0.89244	0.89201	0.87989	0.89225	0.89197	0.88052	0.89208	0.89195	0.88082	0.89206	0.89192	0.87984	0.89204	0.8919	0.879	0.89202	0.89187	0.87912	0.892	0.89186	0.87792	0.89199	0.89186	0.87703	0.89198	0.89186	0.87671	0.89197	0.89184	0.87631	0.89196	0.89184	0.87565	0.89195	0.89182	0.87478	0.89264	0.89179	0.87448	0.89352	0.89177	0.87418	0.89324	0.89174	0.87325	0.89422	0.89172	0.8734	0.89531	0.8917	0.87272	0.89579	0.89168	0.87265	0.89593	0.89166	0.87222	0.89663	0.89165	0.87147	0.89728	0.89163	0.87125	0.89703	0.89163	0.87149	0.89874	0.89162	0.87056	0.89882	0.89161	0.87022	0.89955	0.8916	0.87004	0.89989	0.8916	0.86927	0.90073	0.8916						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.939	0.93267	0.9419	0.94004	0.9346	0.94209	0.94102	0.93628	0.94335	0.94194	0.93831	0.94447	0.9429	0.94001	0.94558	0.94401	0.94117	0.94669	0.94512	0.94244	0.9478	0.94623	0.94366	0.94891	0.94745	0.94488	0.95002	0.94872	0.94611	0.95125	0.9499	0.94733	0.95251	0.95112	0.94859	0.95369	0.95239	0.94986	0.95492	0.95365	0.95112	0.95618	0.95492	0.95239	0.95782	0.95618	0.95365	0.95984	0.95703	0.95492	0.96174	0.95818	0.95618	0.96369	0.95956	0.95644	0.96677	0.96088	0.95652	0.96933	0.9625	0.9567	0.97147	0.96387	0.95698	0.97342	0.9654	0.95691	0.97593	0.96638	0.95685	0.97859	0.96758	0.95706	0.9807	0.969	0.95699	0.98319	0.97046	0.95727	0.98533	0.97133	0.95741	0.98805	0.97133						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.85285	0.84885	0.85503	0.85215	0.84846	0.85429	0.85097	0.84709	0.85316	0.84957	0.84482	0.8522	0.84719	0.84251	0.85126	0.84465	0.83978	0.84973	0.84183	0.83664	0.84692	0.83944	0.83413	0.84397	0.83673	0.83195	0.84143	0.83453	0.82953	0.83918	0.8314	0.8271	0.83668	0.82974	0.82454	0.83405	0.82681	0.82227	0.83135	0.82451	0.81959	0.82923	0.82161	0.81646	0.82654	0.81963	0.81358	0.82447	0.81756	0.80967	0.82217	0.81556	0.80638	0.8202	0.81307	0.80144	0.81868	0.80993	0.7976	0.81768	0.80723	0.79357	0.81689	0.80405	0.78948	0.81568	0.80162	0.78424	0.81536	0.7989	0.77984	0.81376	0.79551	0.77518	0.81243	0.79239	0.76989	0.81255	0.78974	0.76689	0.81156	0.78674	0.76282	0.81015	0.78674						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.91098	0.90486	0.91287	0.91077	0.90522	0.91225	0.91054	0.90545	0.91179	0.90992	0.90546	0.91123	0.90962	0.90541	0.91091	0.90939	0.90538	0.91064	0.90916	0.90567	0.91053	0.90892	0.90582	0.91041	0.90861	0.90553	0.91028	0.90841	0.90544	0.91011	0.90817	0.90488	0.90977	0.90798	0.90441	0.90952	0.90797	0.90414	0.90908	0.90805	0.90334	0.90891	0.90811	0.90263	0.90885	0.90837	0.90208	0.90882	0.90836	0.90152	0.90895	0.90838	0.9016	0.90917	0.90827	0.90088	0.90932	0.90817	0.90036	0.90966	0.90807	0.90023	0.91019	0.90806	0.89945	0.91034	0.90795	0.89916	0.91069	0.90787	0.89831	0.91093	0.90778	0.89791	0.91128	0.90772	0.89738	0.91193	0.90763	0.89733	0.91197	0.90757	0.89655	0.91234	0.90757						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.84253	0.83808	0.84704	0.84242	0.83788	0.84635	0.84206	0.83766	0.84587	0.84173	0.83772	0.84556	0.84161	0.83749	0.84538	0.84145	0.83757	0.84495	0.84117	0.8375	0.84484	0.84119	0.83707	0.84472	0.84114	0.83682	0.84452	0.84099	0.83655	0.84455	0.84094	0.83638	0.84446	0.84089	0.836	0.84461	0.84086	0.83561	0.84462	0.84075	0.83532	0.84478	0.84076	0.83496	0.84499	0.84066	0.8348	0.84516	0.84062	0.83424	0.84533	0.84058	0.83395	0.84553	0.84042	0.83394	0.84585	0.84045	0.83314	0.84637	0.84039	0.83291	0.84646	0.84044	0.83235	0.84683	0.84038	0.83181	0.84736	0.84033	0.83122	0.84724	0.84036	0.83111	0.84823	0.84034	0.83047	0.8483	0.84043	0.8297	0.84888	0.84021	0.82953	0.8492	0.84021						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.97054	0.96967	0.97144	0.9703	0.96948	0.9711	0.97005	0.96924	0.97071	0.9698	0.96904	0.97038	0.96952	0.9688	0.97008	0.96924	0.96855	0.96976	0.96897	0.96837	0.96949	0.96869	0.96812	0.96922	0.96847	0.96788	0.96895	0.96821	0.96764	0.96873	0.96796	0.96738	0.96848	0.96774	0.96705	0.96824	0.96739	0.96673	0.9679	0.96713	0.96635	0.96768	0.96681	0.96603	0.96739	0.96652	0.96563	0.96709	0.96621	0.96524	0.96678	0.96599	0.96496	0.96657	0.9658	0.96451	0.96645	0.96549	0.96412	0.96631	0.96523	0.96362	0.96627	0.96494	0.96325	0.96608	0.96466	0.96284	0.96595	0.9644	0.96238	0.96579	0.96413	0.96191	0.96565	0.96386	0.96127	0.96554	0.96358	0.96112	0.9654	0.96327	0.96069	0.9653	0.96327						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.89566	0.85829	0.90479	0.89585	0.85934	0.90286	0.89552	0.8645	0.90217	0.89571	0.86559	0.90168	0.89526	0.86825	0.90144	0.89523	0.87148	0.90152	0.89506	0.87194	0.90161	0.89498	0.87401	0.90203	0.89507	0.87618	0.90213	0.89507	0.87898	0.90239	0.89624	0.87951	0.90265	0.89701	0.88032	0.90278	0.89757	0.88041	0.90308	0.89892	0.87966	0.90363	0.89913	0.87906	0.9038	0.89949	0.87843	0.90483	0.90055	0.87718	0.90796	0.90131	0.87686	0.90878	0.90206	0.87506	0.91191	0.90228	0.87353	0.91466	0.90284	0.87096	0.91813	0.90315	0.87023	0.92051	0.90335	0.86752	0.92653	0.90349	0.86522	0.92723	0.90378	0.86503	0.93045	0.90416	0.86478	0.93431	0.90446	0.86024	0.93445	0.90459	0.86024	0.93955	0.90459						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
