goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1993	lowerbound_1993	upperbound_1993	value_1994	lowerbound_1994	upperbound_1994	value_1995	lowerbound_1995	upperbound_1995	value_1996	lowerbound_1996	upperbound_1996	value_1997	lowerbound_1997	upperbound_1997	value_1998	lowerbound_1998	upperbound_1998	value_1999	lowerbound_1999	upperbound_1999	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	value_2020	lowerbound_2020	upperbound_2020	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.61642	0.6156	0.6176	0.61603	0.61438	0.61721	0.6152	0.61316	0.61681	0.61394	0.61192	0.61603	0.61277	0.61033	0.6152	0.61155	0.6095	0.61359	0.61033	0.60872	0.61238	0.60955	0.60833	0.61116	0.60877	0.60794	0.60994	0.60833	0.60755	0.60911	0.60794	0.60701	0.60872	0.60755	0.60642	0.60833	0.60733	0.60586	0.60794	0.60699	0.60543	0.60755	0.60664	0.60455	0.60753	0.60622	0.60374	0.60752	0.6059	0.60333	0.6075	0.60536	0.60244	0.60748	0.60499	0.60188	0.60748	0.6047	0.60133	0.60746	0.60431	0.60026	0.60745	0.60387	0.59981	0.60745	0.60354	0.59895	0.60745	0.60313	0.59811	0.60745	0.6027	0.59754	0.60741	0.60227	0.59677	0.60741	0.60198	0.59615	0.6074	0.60162	0.59542	0.6074	0.60162						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.69533	0.60518	0.79733	0.6857	0.60319	0.76464	0.67272	0.60283	0.74888	0.66268	0.60205	0.73713	0.64928	0.59867	0.71782	0.6384	0.59533	0.69585	0.62277	0.59284	0.6782	0.61278	0.58815	0.6615	0.6012	0.58219	0.64217	0.58901	0.57154	0.62172	0.58102	0.56057	0.60726	0.57161	0.5494	0.59295	0.55584	0.53587	0.58054	0.54509	0.52551	0.5682	0.53288	0.51272	0.55619	0.52283	0.50229	0.54481	0.50947	0.48867	0.53308	0.50061	0.47874	0.52245	0.48968	0.46649	0.51146	0.47665	0.45304	0.50032	0.46335	0.43521	0.48896	0.4523	0.41956	0.47897	0.44329	0.40152	0.46916	0.43355	0.38119	0.46277	0.41855	0.36548	0.45785	0.40661	0.34386	0.45158	0.39531	0.32538	0.44739	0.38449	0.30313	0.44404	0.38449						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.85642	0.84916	0.86249	0.85608	0.84918	0.86191	0.85575	0.84948	0.8614	0.85532	0.84928	0.8609	0.85525	0.84926	0.86055	0.85502	0.84846	0.86021	0.85495	0.84869	0.86002	0.85458	0.84837	0.8596	0.85406	0.84769	0.8593	0.85382	0.8473	0.85897	0.85347	0.84664	0.85883	0.85314	0.84585	0.85849	0.85284	0.84526	0.85875	0.85262	0.84447	0.8585	0.85206	0.84351	0.85855	0.852	0.84278	0.85873	0.85163	0.84212	0.85904	0.85126	0.84044	0.85891	0.85102	0.83983	0.85924	0.8508	0.83915	0.85963	0.85063	0.8388	0.86061	0.85043	0.83763	0.86049	0.84995	0.83667	0.86087	0.84968	0.8357	0.86129	0.84961	0.83513	0.86145	0.84928	0.83359	0.86156	0.84902	0.83305	0.86254	0.84888	0.8317	0.86278	0.84888						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.76378	0.74509	0.76778	0.76336	0.74376	0.76752	0.76287	0.74405	0.76667	0.762	0.74406	0.76594	0.76069	0.74385	0.76535	0.75917	0.74444	0.7647	0.75788	0.74343	0.76327	0.75629	0.74338	0.76165	0.75459	0.74193	0.76059	0.75341	0.74049	0.75941	0.75176	0.73889	0.75805	0.75093	0.73641	0.75706	0.74936	0.73307	0.75599	0.74801	0.73063	0.75501	0.74713	0.72874	0.75374	0.7457	0.72312	0.75254	0.74466	0.72108	0.75225	0.7432	0.71682	0.75161	0.74141	0.71608	0.75102	0.73981	0.71171	0.75102	0.73878	0.71099	0.75087	0.73746	0.70219	0.75107	0.73622	0.70082	0.75081	0.73449	0.6964	0.75076	0.73302	0.69822	0.75064	0.73147	0.6901	0.75059	0.72996	0.68425	0.75105	0.72903	0.68096	0.75155	0.72903						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.89436	0.88602	0.89951	0.89416	0.88598	0.8992	0.89403	0.8856	0.89902	0.89414	0.88506	0.89886	0.89433	0.88551	0.8988	0.89453	0.88519	0.89868	0.89465	0.88493	0.89872	0.89466	0.88455	0.89887	0.89498	0.8845	0.89898	0.89525	0.88355	0.89919	0.89545	0.88361	0.89939	0.89554	0.88317	0.89957	0.89566	0.8832	0.89982	0.89578	0.88282	0.90044	0.89576	0.88244	0.9008	0.89575	0.88249	0.90094	0.89575	0.88129	0.90174	0.8957	0.88104	0.90237	0.89549	0.88141	0.9031	0.89556	0.88028	0.90399	0.89533	0.8796	0.90405	0.89545	0.87891	0.90544	0.89539	0.87908	0.90624	0.8955	0.8779	0.90599	0.89549	0.87776	0.90672	0.89554	0.87764	0.90773	0.89593	0.87633	0.90902	0.8958	0.87631	0.9093	0.8958						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.88322	0.8773	0.88727	0.88314	0.87734	0.88743	0.88314	0.87709	0.88735	0.88311	0.87734	0.88727	0.88307	0.87711	0.8873	0.88305	0.87701	0.88731	0.88302	0.87642	0.88741	0.88302	0.8766	0.88755	0.88308	0.8763	0.88762	0.88306	0.87611	0.88774	0.88308	0.87587	0.88784	0.88299	0.87548	0.88809	0.88294	0.87519	0.8882	0.88298	0.87476	0.88836	0.88288	0.87459	0.88831	0.88252	0.87351	0.88848	0.88189	0.87262	0.88818	0.88166	0.87203	0.88792	0.88128	0.87078	0.88749	0.88062	0.86997	0.8875	0.88025	0.86921	0.88751	0.88015	0.8691	0.88754	0.88001	0.86827	0.88762	0.88001	0.86792	0.8882	0.87999	0.86709	0.88826	0.87997	0.86693	0.88876	0.87981	0.86644	0.88914	0.87979	0.86662	0.88927	0.87979						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.76695	0.7634	0.76918	0.76603	0.76187	0.76817	0.76497	0.76084	0.76724	0.76356	0.75909	0.76633	0.76167	0.7578	0.76529	0.76033	0.75559	0.76364	0.75781	0.7539	0.76154	0.75565	0.75198	0.7597	0.75403	0.75005	0.7578	0.7521	0.74716	0.756	0.7503	0.74565	0.75391	0.74847	0.74297	0.75218	0.74641	0.74116	0.75029	0.74442	0.73881	0.7484	0.74254	0.73563	0.74721	0.74064	0.73321	0.74592	0.73836	0.73002	0.74437	0.73655	0.72722	0.74347	0.73464	0.72409	0.74249	0.73309	0.72184	0.74168	0.73079	0.7186	0.74126	0.72887	0.71453	0.7412	0.72646	0.71197	0.74006	0.72478	0.70864	0.73957	0.72333	0.70503	0.73912	0.72126	0.70203	0.73799	0.7191	0.69796	0.73823	0.71722	0.69466	0.73742	0.71722						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	336	Holy See	4	39	Southern Europe	Country	12.45315803	41.90343751	VAT	0	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.93698	0.93675	0.93698	0.93698	0.93653	0.93698	0.93675	0.9363	0.93698	0.93653	0.93608	0.93698	0.9363	0.93585	0.93675	0.93608	0.93563	0.93653	0.93585	0.93558	0.9363	0.93563	0.93554	0.93608	0.93558	0.9355	0.93585	0.93554	0.93545	0.93563	0.9355	0.93545	0.93558	0.93545	0.93545	0.93554	0.93545	0.93545	0.9355	0.93545	0.93545	0.93545	0.93545	0.93545	0.93553	0.93545	0.93545	0.93561	0.93553	0.93545	0.93569	0.93561	0.93545	0.93576	0.93569	0.93553	0.93577	0.93576	0.93561	0.93577	0.93576	0.93569	0.93577	0.93577	0.93576	0.93577	0.93577	0.93576	0.93577	0.93577	0.93576	0.93577	0.93577	0.93576	0.93577	0.93577	0.93576	0.93577	0.93577	0.93576	0.93577	0.93577	0.93576	0.93577	0.93577						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	34	Southern Asia	3	142	Asia	Region						[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.75999	0.7396	0.78316	0.75947	0.74009	0.7803	0.75767	0.73979	0.77777	0.75539	0.73866	0.77276	0.75313	0.73624	0.76971	0.74961	0.73336	0.76664	0.74578	0.72955	0.75973	0.74213	0.72725	0.75513	0.73734	0.72373	0.75063	0.73442	0.72047	0.74587	0.73027	0.71673	0.74189	0.72632	0.71443	0.73764	0.72245	0.71103	0.73358	0.71914	0.70768	0.7296	0.71516	0.70259	0.72561	0.71173	0.6994	0.72104	0.70772	0.69576	0.71882	0.70442	0.68726	0.71582	0.70083	0.68374	0.71386	0.69657	0.67698	0.7124	0.69344	0.67144	0.71087	0.69014	0.66775	0.71037	0.6864	0.65835	0.70919	0.68188	0.65355	0.70868	0.67914	0.647	0.70846	0.67502	0.63888	0.70798	0.67072	0.63378	0.70696	0.66685	0.62676	0.70621	0.66685						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.80708	0.79865	0.81126	0.80642	0.79869	0.81043	0.80539	0.7978	0.80937	0.80414	0.79708	0.80848	0.80246	0.79605	0.80735	0.80087	0.79473	0.80606	0.79907	0.79301	0.80411	0.79732	0.79169	0.80264	0.79591	0.79019	0.80033	0.79404	0.78828	0.79889	0.79242	0.78686	0.79746	0.79056	0.78387	0.79582	0.7893	0.78192	0.79443	0.78733	0.78033	0.79292	0.78572	0.77776	0.79135	0.78436	0.77486	0.79049	0.78222	0.77203	0.78939	0.7806	0.76998	0.78818	0.77934	0.76676	0.7872	0.77716	0.7647	0.78631	0.77557	0.76188	0.78571	0.77379	0.75806	0.78562	0.77175	0.7547	0.78483	0.77051	0.75249	0.78476	0.76876	0.74855	0.78377	0.76696	0.74502	0.78349	0.76529	0.74105	0.78288	0.76333	0.74041	0.78306	0.76333						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.83089	0.75642	0.84993	0.83089	0.76304	0.84477	0.83088	0.76817	0.83962	0.83087	0.77428	0.834	0.83086	0.77522	0.83088	0.83086	0.77523	0.83088	0.83085	0.77984	0.83087	0.83084	0.78448	0.83086	0.83084	0.7891	0.83086	0.83084	0.79374	0.83085	0.83083	0.7891	0.83084	0.83073	0.789	0.83084	0.83073	0.77977	0.83084	0.83068	0.77514	0.83083	0.83064	0.77499	0.83078	0.83063	0.76931	0.83073	0.83062	0.76578	0.84092	0.83062	0.7609	0.84005	0.83061	0.75767	0.8444	0.8306	0.75225	0.85115	0.8306	0.74412	0.86051	0.8306	0.7403	0.86647	0.8306	0.7311	0.8684	0.8306	0.73262	0.87269	0.8306	0.72	0.88166	0.8306	0.7191	0.88791	0.8306	0.70735	0.89718	0.8306	0.70161	0.90234	0.8306						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.877	0.87403	0.87751	0.87677	0.87417	0.87734	0.87628	0.87393	0.87734	0.87589	0.87352	0.87734	0.87542	0.87341	0.87691	0.87499	0.87302	0.87641	0.87452	0.87293	0.87598	0.87442	0.87282	0.87549	0.87424	0.87253	0.87512	0.87417	0.87247	0.8747	0.87416	0.8724	0.87464	0.87418	0.8724	0.87458	0.87425	0.87237	0.87452	0.87431	0.87231	0.87458	0.87445	0.8721	0.8747	0.87452	0.87212	0.87485	0.87459	0.8721	0.87505	0.87466	0.87211	0.87531	0.87473	0.87212	0.87553	0.87479	0.87209	0.87576	0.87488	0.87209	0.87598	0.87495	0.87205	0.87638	0.87497	0.87208	0.87658	0.87507	0.87194	0.87694	0.87511	0.87189	0.87724	0.87517	0.87185	0.87752	0.87525	0.87164	0.87807	0.8753	0.87154	0.87834	0.8753						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	35	South-Eastern Asia	3	142	Asia	Region						[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.82918	0.82422	0.83604	0.82828	0.82357	0.83475	0.82661	0.82124	0.83223	0.82433	0.8175	0.83069	0.82136	0.81329	0.82827	0.81708	0.80856	0.82614	0.81287	0.80431	0.82101	0.80841	0.79961	0.81646	0.80454	0.79593	0.81219	0.79998	0.79177	0.80793	0.79556	0.78761	0.80372	0.79139	0.78367	0.79962	0.78718	0.77967	0.79556	0.78303	0.77488	0.79095	0.77853	0.76958	0.787	0.77504	0.76494	0.78239	0.77214	0.75771	0.77908	0.76776	0.75226	0.77506	0.76417	0.74371	0.77324	0.75945	0.73792	0.77189	0.75439	0.73112	0.77091	0.75051	0.72482	0.76963	0.74636	0.71749	0.76923	0.7404	0.70882	0.76786	0.73692	0.70539	0.76759	0.73194	0.69486	0.76667	0.72793	0.68878	0.76522	0.72364	0.68037	0.7646	0.72364						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.5	Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species	C150501	15.5.1	I	IUCN	Red List Index	2020.Q1.G.01	['endangered species', 'biological diversity', 'genetic resources']	ER_RSK_LSTI	Red List Index	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	1993	2020	28	IX	Index	G	Global	0.89155	0.84636	0.90151	0.89196	0.85187	0.90047	0.89176	0.85175	0.89772	0.89104	0.85567	0.89648	0.8898	0.85859	0.89508	0.88858	0.86008	0.89488	0.88613	0.86195	0.89524	0.88569	0.86281	0.89506	0.88466	0.86365	0.89523	0.88366	0.86499	0.89491	0.88331	0.86571	0.89479	0.88268	0.86631	0.89464	0.88288	0.86436	0.89407	0.88264	0.86294	0.89408	0.88516	0.85913	0.89377	0.88699	0.85731	0.89493	0.88884	0.85433	0.89658	0.88904	0.85175	0.89889	0.88782	0.8483	0.8985	0.88441	0.84471	0.90128	0.88128	0.83988	0.90373	0.87796	0.83497	0.906	0.8752	0.83222	0.90613	0.87204	0.82481	0.90271	0.86802	0.81444	0.90227	0.86433	0.80503	0.90225	0.8631	0.80446	0.90461	0.85813	0.79674	0.90643	0.85813						BirdLife International and IUCN (2020), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
