goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	19.55509	99.99643	99.99643	19.55509	99.99643	99.99643	19.55509	99.99643	99.99643	19.55509	99.99643	99.99643	19.55509	99.99643	99.99643	19.55509	99.99643	99.99643	19.55509	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726	99.99643	99.99643	20.11726						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085	37.98571	37.98571	16.67085						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403	6.70635	6.70635	9.98403						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	2.96348	16.67085	16.67085	2.96348	16.67085	16.67085	2.96348	16.67085	16.67085	2.96495	16.67085	16.67085	3.07045	16.67085	16.67085	3.07045	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023	16.67085	16.67085	5.7023						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	96.66517	29.98099	29.98099	96.66517	29.98099	29.98099	96.74748	29.98099	29.98099	96.74748	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	29.98099	29.98099	96.97836	30.27254	30.27254	96.97836	30.27254	30.27254	96.97836	30.56677	30.56677	96.97836	30.56677	30.56677	96.97836	30.56677	30.56677	96.97836	30.56677	30.56677	96.97836	30.56677	30.56677	96.97836						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	45.18755	19.55509	19.55509	46.96515	19.55509	19.55509	62.46861	19.55509	19.55509	63.29493	19.55509	19.55509	63.79949	19.55509	19.55509	64.39211	19.55509	19.55509	78.04168	19.55509	19.55509	78.3136	20.11726	20.11726	78.52785	20.11726	20.11726	79.04522	20.11726	20.11726	79.21067	20.11726	20.11726	79.60978	20.11726	20.11726	79.99443	20.11726	20.11726	80.38964	20.11726	20.11726	80.50699	20.11726	20.11726	81.06628	20.11726	20.11726	81.10227	20.11726	20.11726	81.24918	20.11726	20.11726	87.99267	20.11726	20.11726	87.99267	20.11726	20.11726	87.99267						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	254	French Guiana	5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	49.91658	2.96348	2.96348	49.91658	2.96348	2.96348	49.91658	2.96348	2.96348	49.91658	2.96495	2.96495	49.91658	3.07045	3.07045	49.91658	3.07045	3.07045	49.91658	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609	5.7023	5.7023	99.62609						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	258	French Polynesia	4	61	Polynesia	Country	-149.4052367	-17.67709294	PYF	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	96.66517	96.66517	0.0	96.66517	96.66517	0.0	96.74748	96.74748	0.0	96.74748	96.74748	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0	96.97836	96.97836	0.0						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	51.17703	51.17703	0.0	51.19743	51.19743	0.0	51.20739	51.20739	0.0	51.20739	51.20739	0.0	73.29663	73.29663	0.0	92.61617	92.61617	0.0	92.64853	92.64853	0.0	92.64853	92.64853	0.0	92.64853	92.64853	0.0	97.75876	97.75876	0.0	97.75876	97.75876	0.0	97.75876	97.75876	0.0	97.75878	97.75878	1.41776	97.75878	97.75878	1.41776	97.75878	97.75878	1.41776	97.75878	97.75878	1.41776	97.75878	97.75878	1.41776	97.75878	97.75878	1.41776	97.75878	97.75878	1.41776	97.75878	97.75878	1.41776						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	20.13908	42.22713	47.75209	20.13908	44.27051	49.31342	20.13908	60.06063	64.71993	26.79609	60.67991	65.8017	26.79609	61.61433	66.05104	26.79609	62.36212	66.60908	28.99476	75.82589	79.66334	34.8044	75.96723	79.81636	34.8044	76.03939	79.88434	34.8044	76.7312	80.35935	34.8044	76.92596	80.4212	38.10083	77.10325	80.69938	38.94814	77.44068	81.02095	38.94822	77.81195	81.43285	40.87844	78.47598	81.47301	40.87844	79.19599	81.95068	40.87844	79.24736	81.95332	40.87844	79.39964	81.9955	40.87844	87.99267	87.99267	40.88237	87.99267	87.99267	40.88237						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	5.41621	39.58683	39.58683	6.96769	39.58683	39.58683	9.35226	39.58683	39.58683	9.35226	39.58683	39.58683	12.39888	39.58683	39.58683	13.30685	39.58683	39.58683	13.30685	39.58683	39.58683	13.30685	39.58683	39.58683	13.30685	39.58683	39.58683	17.48076	39.58683	39.58683	18.7406	39.58683	39.58683	19.02651	39.58683	39.58683	19.02651	39.58683	39.58683	21.33387	39.58683	39.58683	21.33387	39.58683	39.58683	21.4213	39.58683	39.58683	21.5109	39.58683	39.58683	23.01858	39.58683	39.58683	23.03812	39.58683	39.58683	23.03812	39.58683	39.58683	23.03812						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	51.28134	49.91658	49.91658	58.00416	49.91658	49.91658	59.89291	49.91658	49.91658	60.07574	49.91658	49.91658	70.72318	49.91658	49.91658	72.07822	49.91658	49.91658	75.99471	49.91658	49.91658	78.23574	99.62609	99.62609	79.31235	99.62609	99.62609	79.31413	99.62609	99.62609	79.34527	99.62609	99.62609	79.34609	99.62609	99.62609	79.35073	99.62609	99.62609	79.36247	99.62609	99.62609	80.73568	99.62609	99.62609	80.73781	99.62609	99.62609	81.38189	99.62609	99.62609	81.38189	99.62609	99.62609	81.3819	99.62609	99.62609	81.3819	99.62609	99.62609	81.3819						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941	0.0	0.0	83.32941						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	30	Eastern Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	14.91333	14.88123	14.91333	15.04915	15.01705	15.04915	15.07758	15.04547	15.07758	17.42488	17.39277	17.42488	17.80363	17.77152	17.80363	17.81063	17.77853	17.81063	19.94468	19.91257	19.94468	20.15143	20.11932	20.15143	20.16607	20.13396	20.16607	20.17319	20.14108	20.17319	20.56517	20.53306	20.56517	21.06871	21.0366	21.06871	21.29678	21.26467	21.29678	21.58989	21.55778	21.58989	21.58991	21.5578	21.58991	21.58991	21.57305	21.58991	21.7124	21.7124	21.7124	21.71241	21.71241	21.71241	22.09617	22.09617	22.09617	22.09617	22.09617	22.09617	22.09617						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	52.94626	20.13908	20.13908	57.92631	20.13908	20.13908	64.21986	20.13908	20.13908	64.38319	26.79609	26.79609	64.42708	26.79609	26.79609	65.72725	26.79609	26.79609	66.57026	28.99476	28.99476	66.57026	34.8044	34.8044	72.33641	34.8044	34.8044	73.76633	34.8044	34.8044	82.7445	34.8044	34.8044	82.7445	38.10083	38.10083	82.7445	38.94814	38.94814	82.7445	38.94822	38.94822	82.7445	40.87844	40.87844	82.7445	40.87844	40.87844	82.7445	40.87844	40.87844	82.7445	40.87844	40.87844	82.7445	40.87844	40.87844	82.7445	40.88237	40.88237	82.7445						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
