goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	1	World	1			Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	29.0382	28.94142	29.14355	30.01028	29.90968	30.10866	30.99465	30.89843	31.09222	31.82608	31.741	31.91301	33.24923	33.1498	33.31824	33.80794	33.72524	33.88533	34.73407	34.6577	34.80006	36.30792	36.23214	36.37379	37.02589	36.94402	37.09462	37.69085	37.61098	37.74088	38.30358	38.23335	38.35398	38.73715	38.66374	38.78491	39.44934	39.38974	39.49625	40.06769	40.01398	40.10197	40.39834	40.36387	40.42971	40.54574	40.51186	40.57559	40.71969	40.68723	40.73881	40.89991	40.87448	40.9133	41.13627	41.13627	41.13627	41.13759	41.13759	41.13759	41.13759						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	11.53974	0.0	0.0	11.86638	0.0	0.0	20.7345	0.0	0.0	20.73816	0.0	0.0	20.74091	0.0	0.0	20.74487	0.0	0.0	20.75367	0.0	0.0	78.72998	0.0	0.0	78.72998	0.0	0.0	78.72998	0.0	0.0	78.72998	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918	0.0	0.0	78.73918						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	17.69694	0.0	0.0	19.77986	0.0	0.0	23.92133	0.0	0.0	26.01432	0.0	0.0	32.34206	0.0	0.0	34.43196	0.0	0.0	34.43196	0.0	0.0	34.43196	0.0	0.0	34.43196	0.0	0.0	34.43196	0.0	0.0	38.0893	0.0	0.0	38.0893	0.0	0.0	38.0893	0.0	0.0	40.19711	0.0	0.0	42.41646	45.94099	45.94099	42.41646	45.94099	45.94099	42.41646	45.94099	45.94099	42.41646	45.94099	45.94099	42.41646	45.94099	45.94099	42.41646	45.94099	45.94099	42.41646						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964	69.52279	69.52279	64.55964						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	75.71372	99.99354	99.99354	75.71372	99.99354	99.99354	75.71372	99.99354	99.99354	75.71372	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888	99.99354	99.99354	84.94888						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	6.70635	26.87267	27.21519	6.70635	27.30971	27.52272	6.70635	27.41293	27.60593	6.70635	27.41293	27.60593	6.70635	27.53629	27.72929	6.70635	27.60196	27.79497	6.70635	27.81818	28.01118	6.70635	27.83788	28.01399	6.70635	28.20946	28.38571	6.70635	28.66231	28.82354	6.70635	28.82017	28.96602	6.70635	28.82017	28.96602	6.70635	32.73369	32.81882	6.70635	32.84781	32.85582	6.70635	33.00953	33.00957	6.70635	33.00953	33.00957	6.70635	33.017	33.017	6.70635	33.017	33.017	6.70635	33.017	33.017	6.70635	33.017	33.017	6.70635						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	17.44379	64.55964	64.55964	21.22512	64.55964	64.55964	21.22512	64.55964	64.55964	21.22512	64.55964	64.55964	21.22512	64.55964	64.55964	21.22512	64.55964	64.55964	21.44958	64.55964	64.55964	22.90346	64.55964	64.55964	22.90346	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694	64.55964	64.55964	24.96694						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	24.98632	0.0	0.0	25.05193	0.0	0.0	25.05193	0.0	0.0	26.77029	0.0	0.0	26.77029	0.0	0.0	27.39808	6.48909	6.48909	27.97892	6.48909	6.48909	28.34073	6.48909	6.48909	29.67045	6.48909	6.48909	29.69988	6.48909	6.48909	31.95387	6.48909	6.48909	31.96335	6.48909	6.48909	31.96335	6.48909	6.48909	32.08159	11.21963	11.21963	32.08159	11.21963	11.21963	32.20637	11.21963	11.21963	32.99419	11.21963	11.21963	37.11052	11.21963	11.21963	37.11052	11.21963	11.21963	37.11052	11.21963	11.21963	37.11052						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	11.53974	11.53974	0.0	11.86638	11.86638	0.0	20.7345	20.7345	0.0	20.73816	20.73816	0.0	20.74091	20.74091	6.48909	20.74487	20.74487	6.48909	20.75367	20.75367	6.48909	78.72998	78.72998	6.48909	78.72998	78.72998	6.48909	78.72998	78.72998	6.48909	78.72998	78.72998	6.48909	78.73918	78.73918	6.48909	78.73918	78.73918	11.21963	78.73918	78.73918	11.21963	78.73918	78.73918	11.21963	78.73918	78.73918	11.21963	78.73918	78.73918	11.21963	78.73918	78.73918	11.21963	78.73918	78.73918	11.21963	78.73918	78.73918	11.21963						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.4	By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development	C150401	15.4.1	I	UNEP-WCMC, UNEP, IUCN	Coverage by protected areas of important sites for mountain biodiversity	2020.Q1.G.01	['terrestrial ecosystems', 'mountain ecosystems', 'national parks and protected areas', 'biological diversity', 'natural resources']	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	50.14602	75.71372	75.71372	50.14602	75.71372	75.71372	50.14602	75.71372	75.71372	50.14602	75.71372	75.71372	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602	84.94888	84.94888	50.14602						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
