goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),13,Central America,4,419,Latin America and the Caribbean,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,0.911302877334061,0.919435218960391,0.930106154991089,0.942118396832322,0.954983818421299,0.960965405359116,0.966446457078543,0.970684468064283,0.967617860186684,0.957784553414489,0.960320867111192,0.964123830427601,0.966418268510022,0.9744042931832539,0.9744042931832539,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,6.63525662531017,6.55402550868486,6.547138808933,6.54181200992555,6.39894801488833,6.55532374689826,6.43923565756823,6.38352590570719,6.28077990074441,6.42263086848635,6.59054540942928,6.76121521091811,6.80106657568238,6.88541094292803,6.88541094292803,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),136,Cayman Islands,5,29,Caribbean,Country,-81.16740559,19.32266656,CYM,0,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,1.35767166666666,1.290755,1.32431958333333,1.31646416666666,1.34495041666666,1.3721475,1.52911666666666,1.53033875,1.66183291666666,1.6686575,1.71633708333333,1.79112583333333,1.87174708333333,1.92632583333333,1.92632583333333,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),14,Eastern Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,2.7896725440596,2.78271771209578,2.77383522672727,2.7702870194682,2.76915871753063,2.76614904517834,2.76781565523958,2.77066004612654,2.76755800603077,2.76499086315358,2.76441982543276,2.76149225170105,2.75686161838717,2.75396538312258,2.75396538312258,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,0.0678590076727985,0.0676195977398953,0.0672888612796558,0.0673895179620534,0.0663364311855918,0.0685228538636874,0.0685424286493948,0.068313765610453,0.0681961594272689,0.0694314146521558,0.0693023026421394,0.0697775353943947,0.0695068746990273,0.0696512445022312,0.0696512445022312,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),142,Asia,2,1,World,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,2.05585722390849,2.05768582143392,2.06453905230991,2.07293570895501,2.06866468127577,2.0605176427125,2.05518891761505,2.04875472296712,2.04093975976191,2.04437160451725,2.04794062873486,2.03988433595573,2.04509200889653,2.05475728483596,2.05475728483596,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),143,Central Asia,3,142,Asia,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,7.02584550312086,7.00549803523997,6.98219801382299,6.96219476327993,6.89903939408524,6.82441520127126,6.76535668467119,6.70041746054665,6.62677843235823,6.60714792654197,6.58550030300946,6.54707660369572,6.55193641442625,6.57909639952415,6.57909639952415,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,1.53586989475362,1.53791450964758,1.53468116089937,1.57410952479668,1.57352244618083,1.57273674693031,1.58352512199011,1.59017597990751,1.5886907367246,1.59652071918354,1.61639185456864,1.63919072875139,1.64543344442672,1.63620900813267,1.63620900813267,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),145,Western Asia,3,142,Asia,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,1.88370137303932,1.88646470832732,1.90458466506178,1.91599199523166,1.92650869577827,1.92107106966375,1.91997142649377,1.91535789504324,1.91281307047539,1.92802569658247,1.94453965148286,1.9485254507901,1.95326615578681,1.95573140833314,1.95573140833314,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),148,Chad,5,17,Middle Africa,Country,18.66618401,15.36279341,TCD,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,0.109809809958703,0.108998876111817,0.107400587833545,0.105987873967598,0.106346893583227,0.105475950285895,0.104576002223634,0.10558987905019,0.105800009768106,0.104891017947903,0.106217697744599,0.109574726810673,0.111265664628335,0.113289071553367,0.113289071553367,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),15,Northern Africa,3,2,Africa,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2015, 2016, 2017, 2018]",2005,2018,11,PT,Percentage,G,Global,0.103197858118774,0.10221319930218,0.099613875643019,0.0981014276543216,0.096705104404449,0.0968610917868977,0.135928124388988,,,,0.130447354901996,0.13084360556193,0.129991091684584,0.130958113297104,0.130958113297104,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),150,Europe,2,1,World,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,2.95469130836918,2.93482731157244,2.93724321937955,2.9618305776607,3.0030763147699,3.0302769453906,3.0309110120947,3.03701841172936,3.01944556938125,3.04667187269918,3.0563423096873,3.07929702451772,3.09317657516601,3.12308116990817,3.12308116990817,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),151,Eastern Europe,3,150,Europe,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,2.95378281951395,2.94764737595539,2.9499627384305,2.98271123440109,3.0337168740635,3.06662305281245,3.06539937459452,3.07164816081975,3.05124767749449,3.07335999967983,3.08192978599045,3.10705557583611,3.12154929694246,3.15250635882488,3.15250635882488,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,1.60930237299806,1.6201454748417,1.62516397599565,1.62857493692268,1.63059582681041,1.62298701979201,1.61810544455383,1.61312726392408,1.60755884776983,1.60785226378958,1.61205739362932,1.61206040076284,1.61340274083697,1.62060507684941,1.62060507684941,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),154,Northern Europe,3,150,Europe,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,5.57018895475555,5.54678636821752,5.54806905833652,5.51725591053618,5.51609993403403,5.52627552102759,5.53693690279969,5.55219925242434,5.53740365623164,5.63991518526237,5.66069864934881,5.69253235740963,5.7150272484337,5.77053778617299,5.77053778617299,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),155,Western Europe,3,150,Europe,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,0.960245590761112,0.962578955962586,0.969117884026816,0.970525900907331,0.965929780474752,0.965472281860771,0.969259020858818,0.969123113940585,0.968816502370506,0.981336812247664,0.986736200168276,0.989191244950052,0.995789907840242,1.00075888651745,1.00075888651745,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,1.08699262657681,1.09806666112449,1.11464099731556,1.13049981273674,1.13096926535755,1.13595798327049,1.14613613466502,1.15163613629372,1.16355628532227,1.1768046082479,1.18368481142543,1.19064286052379,1.20290621676817,1.21369770412234,1.21369770412234,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),16,American Samoa,4,61,Polynesia,Country,-170.7187269,-14.30587306,ASM,0,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,0.34447,0.339344,0.337072,0.3083505,0.295526,0.2731605,0.2719815,0.2666255,0.2909115,0.2963885,0.327214,0.3292,0.325658,0.3289315,0.3289315,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),17,Middle Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,0.673535579745167,0.672285898424152,0.67006656612004,0.669195266653532,0.667257506795632,0.672536403979177,0.673365938335985,0.675105987421538,0.675029345726062,0.676741717855812,0.677092862754393,0.677549448899615,0.676292726241453,0.678229312802263,0.678229312802263,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_PMPR,Water body extent (permanent) (% of total land area),170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,0.429974025326723,0.423585176295628,0.446621667868409,0.467472456602073,0.491120667147363,0.507299828571428,0.508440162956286,0.514919723208652,0.518680305543037,0.506052641009463,0.485121580261379,0.464072750698512,0.420050519873817,0.398971331861198,0.398971331861198,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
