goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	nan	nan				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	50.0	50.0				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	nan	nan				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	43.33	43.33				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	64.09	64.09				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	35.08	35.08				Environment Live		_X: Data nature not available
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.3	By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally	C060302	6.3.2	II	UNEP	Proportion of bodies of water with good ambient water quality	2020.Q1.G.01	['water', 'natural resources']	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	[2017]	2017	2017	1	PT	Percentage	G	Global	0.0	0.0				Environment Live		_X: Data nature not available
