goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),20,Andorra,4,39,Southern Europe,Country,1.576257417,42.54548611,AND,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,92.86,92.86,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,100.0,100.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),242,Fiji,4,54,Melanesia,Country,177.9660884,-17.83301566,FJI,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,100.0,100.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,76.06,76.06,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),388,Jamaica,5,29,Caribbean,Country,-77.31068409,18.15616857,JAM,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,92.08,92.08,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),392,Japan,4,30,Eastern Asia,Country,139.2716103,36.6554539,JPN,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,37.5,37.5,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,80.44,80.44,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),404,Kenya,5,14,Eastern Africa,Country,37.86096816,0.534797278,KEN,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,35.5,35.5,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,50.0,50.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDQLTOT,Nationally derived proportion of water bodies with good quality (%),428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,[2017],2017,2017,1,PT,Percentage,G,Global,64.41,64.41,,,,Environment Live,,C: Country data
