goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),20,Andorra,4,39,Southern Europe,Country,1.576257417,42.54548611,AND,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,467.2092,467.2092,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),204,Benin,5,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,119685.0,119685.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,93698.2,93698.2,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,83851.0,83851.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),404,Kenya,5,14,Eastern Africa,Country,37.86096816,0.534797278,KEN,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,306091.0,306091.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,27.25,27.25,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),616,Poland,4,151,Eastern Europe,Country,19.40660158,52.1226733,POL,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,763.22,763.22,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),705,Slovenia,4,39,Southern Europe,Country,14.82209486,46.11958061,SVN,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,82.64,82.64,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),710,South Africa,5,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,136.577695,136.577695,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),72,Botswana,5,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,208286.9,208286.9,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),729,Sudan,4,15,Northern Africa,Country,29.95650159,16.02643066,SDN,0,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,11246.0,11246.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),756,Switzerland,4,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,41477.0,41477.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),807,North Macedonia,4,39,Southern Europe,Country,21.7007909,41.60048068,MKD,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,1095.0,1095.0,,,,Environment Live,,C: Country data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2020.Q1.G.01,"['water', 'natural resources']",EN_WBE_NDRV,Nationally derived extend of rivers (square kilometres),894,Zambia,5,14,Eastern Africa,Country,27.850329,-14.59701056,ZMB,1,1,[2017],2017,2017,1,KM2,Square kilometers,G,Global,6703.2,6703.2,,,,Environment Live,,C: Country data
