series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	1	World	59.16						Values aggregated by custodian agencies		Based on 67 countries out of 153 countries sharing transboundary river and lake basins or transboundary aquifers	G	Global monitoring data	PT	Percentage	G	Global	2017				1			Region					
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	100	Bulgaria	99.55						Source: Relevant country authority; 			C	Country data	PT	Percentage	G	Global	2017				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	104	Myanmar	nan						Data compiled by UNECE and UNESCO as co-custodians		No data received	_X	Data nature not available	PT	Percentage	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	108	Burundi	88.34						Source: Relevant country authority; 			C	Country data	PT	Percentage	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	112	Belarus	nan						Source: Relevant country authority; 		Further information needed for transboundary river and lake basins and No data provided for transboundary aquifers	_X	Data nature not available	PT	Percentage	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	116	Cambodia	nan						Data compiled by UNECE and UNESCO as co-custodians		No data received	_X	Data nature not available	PT	Percentage	G	Global	2017				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	12	Algeria	nan						Source: Relevant country authority; 		Further information needed for transboundary aquifers	_X	Data nature not available	PT	Percentage	G	Global	2017				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	120	Cameroon	88.57						Source: Relevant country authority; 			C	Country data	PT	Percentage	G	Global	2018				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	124	Canada	88.0						Source: Relevant country authority; 			C	Country data	PT	Percentage	G	Global	2017				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	132	Cabo Verde							Data compiled by UNECE and UNESCO as co-custodians		Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	2017	N			5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	136	Cayman Islands							Data compiled by UNECE and UNESCO as co-custodians		Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	2017	N			5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	140	Central African Republic	nan						Source: Relevant country authority; 		Further information needed for transboundary river and lake basins and for transboundary aquifers	_X	Data nature not available	PT	Percentage	G	Global	2017				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	144	Sri Lanka							Data compiled by UNECE and UNESCO as co-custodians		Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	2017	N			4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	148	Chad	50.41						Source: Relevant country authority; 			C	Country data	PT	Percentage	G	Global	2017				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	152	Chile	0.0						Source: Relevant country authority; 			C	Country data	PT	Percentage	G	Global	2017				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	156	China	nan						Data compiled by UNECE and UNESCO as co-custodians		No data received	_X	Data nature not available	PT	Percentage	G	Global	2017				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	16	American Samoa							Data compiled by UNECE and UNESCO as co-custodians		Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	2017	N			4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1
