series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	modeOfTransportation_code	modeOfTransportation_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	432	Landlocked developing countries (LLDCs)	14651010844.8058						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	432	Landlocked developing countries (LLDCs)	2428839686.83972						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	432	Landlocked developing countries (LLDCs)	361073331472.153						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	432	Landlocked developing countries (LLDCs)	424859610489.213						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	Libya	1236961.352						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	15	Northern Africa	Country	18.0295985	27.04042819	LBY	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	Libya	8959825640.5083						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	15	Northern Africa	Country	18.0295985	27.04042819	LBY	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	Libya	nan						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	15	Northern Africa	Country	18.0295985	27.04042819	LBY	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	Libya	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	15	Northern Africa	Country	18.0295985	27.04042819	LBY	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	Libya	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	15	Northern Africa	Country	18.0295985	27.04042819	LBY	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	438	Liechtenstein	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	155	Western Europe	Country	9.552985019	47.14167005	LIE	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	438	Liechtenstein	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	155	Western Europe	Country	9.552985019	47.14167005	LIE	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	438	Liechtenstein	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	155	Western Europe	Country	9.552985019	47.14167005	LIE	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	44	Bahamas	173580.024						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	44	Bahamas	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	44	Bahamas	160852.30348						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	44	Bahamas	408903280.66875						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	44	Bahamas	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	440	Lithuania	472000.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	440	Lithuania	43591000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	440	Lithuania	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	440	Lithuania	16885000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	440	Lithuania	1000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	442	Luxembourg	7321112170.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	442	Luxembourg	7859000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	442	Luxembourg	7323039580.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	442	Luxembourg	225000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	442	Luxembourg	196800000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	446	China, Macao Special Administrative Region	32765850.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	446	China, Macao Special Administrative Region	694763.11695						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	446	China, Macao Special Administrative Region	31843760.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	446	China, Macao Special Administrative Region	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	446	China, Macao Special Administrative Region	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	450	Madagascar	15025060.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	450	Madagascar	3427081046.17496						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	450	Madagascar	16247470.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	450	Madagascar	1259405890.87953						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	450	Madagascar	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	454	Malawi	10879.7367						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	454	Malawi	10879.7367						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	454	Malawi	162777604.50205						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	454	Malawi	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	454	Malawi	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	458	Malaysia	1455209823.95985						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	458	Malaysia	104133356232.594						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	458	Malaysia	1404407777.52105						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	458	Malaysia	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	458	Malaysia	7239084116.81649						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	462	Maldives	7745645.613						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	462	Maldives	54266294.60548						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	462	Maldives	7745645.613						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	462	Maldives	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	462	Maldives	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	466	Mali	592311129.29795						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	466	Mali	341331350.51452						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	466	Mali	2138213124.14249						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	470	Malta	2636210.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	470	Malta	114119576.52251						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	470	Malta	5143230.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	470	Malta	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	470	Malta	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	474	Martinique	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	29	Caribbean	Country	-60.91544135	14.56086108	MTQ	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	474	Martinique	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	29	Caribbean	Country	-60.91544135	14.56086108	MTQ	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	474	Martinique	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	29	Caribbean	Country	-60.91544135	14.56086108	MTQ	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	478	Mauritania	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	478	Mauritania	1549059511.70512						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	478	Mauritania	nan						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	478	Mauritania	909832415.20732						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	478	Mauritania	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	48	Bahrain	390390000.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	48	Bahrain	420983750.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	48	Bahrain	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	48	Bahrain	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	48	Bahrain	480832703.97953						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	480	Mauritius	196047000.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	480	Mauritius	233717000.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	480	Mauritius	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	480	Mauritius	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	480	Mauritius	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	484	Mexico	928835509.77						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	484	Mexico	286548922531.544						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	484	Mexico	1090378190.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	484	Mexico	84910826945.2684						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	484	Mexico	2241113272.91286						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	34617345195.088						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	572495270008.382						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	25766621848.8921						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	37239971377.1657						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	12166700567.5232						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				1			Group					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	492	Monaco	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	492	Monaco	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	492	Monaco	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	492	Monaco	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	492	Monaco	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	496	Mongolia	8367360.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	496	Mongolia	15190889065.4125						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	496	Mongolia	7819001.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	496	Mongolia	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1
