series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	educationLevel_code	educationLevel_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	1	World	1			Region						ISCED11_3	Upper secondary	2017	63.6388					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	1	World	1			Region						ISCED11_1	Primary	2016	46.17433					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	1	World	1			Region						ISCED11_2	Lower secondary	2016	68.69283					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_2	Lower secondary	2017	0.77214					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_1	Primary	2017	0.18915					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_3	Upper secondary	2017	11.57726					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_2	Lower secondary	2017	0.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_1	Primary	2017	0.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_3	Upper secondary	2017	6.84932					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_1	Primary	2017	99.62134					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_2	Lower secondary	2017	99.80738					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_3	Upper secondary	2017	99.80983					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	ISCED11_2	Lower secondary	2016	19.25515					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	ISCED11_3	Upper secondary	2016	29.03094					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_3	Upper secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_2	Lower secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	ISCED11_1	Primary	2017	9.46602					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	1			Group						ISCED11_2	Lower secondary	2017	75.36337					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	1			Group						ISCED11_1	Primary	2017	74.12306					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	1			Group						ISCED11_3	Upper secondary	2017	76.89362					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_1	Primary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_2	Lower secondary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	ISCED11_3	Upper secondary	2018	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	3	142	Asia	Region						ISCED11_1	Primary	2017	75.74457					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	3	142	Asia	Region						ISCED11_2	Lower secondary	2017	76.30324					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	ISCED11_3	Upper secondary	2017	18.88785					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	3	142	Asia	Region						ISCED11_3	Upper secondary	2017	84.82674					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	3	142	Asia	Region						ISCED11_2	Lower secondary	2017	80.96077					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	3	2	Africa	Region						ISCED11_2	Lower secondary	2017	66.4747					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	3	2	Africa	Region						ISCED11_1	Primary	2017	63.74456					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	3	2	Africa	Region						ISCED11_3	Upper secondary	2017	70.87473					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2	1	World	Region						ISCED11_3	Upper secondary	2017	97.85322					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2	1	World	Region						ISCED11_2	Lower secondary	2017	97.16416					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_3	Upper secondary	2017	97.02587					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_1	Primary	2017	92.51603					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_2	Lower secondary	2017	98.39019					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_2	Lower secondary	2017	67.51398					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_1	Primary	2017	39.3848					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_3	Upper secondary	2017	72.8639					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	ISCED11_2	Lower secondary	2017	9.85401					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	ISCED11_1	Primary	2017	8.0292					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	ISCED11_3	Upper secondary	2017	12.7451					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	ISCED11_2	Lower secondary	2015	0.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	ISCED11_3	Upper secondary	2015	0.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	ISCED11_1	Primary	2015	0.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	ISCED11_1	Primary	2016	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	ISCED11_2	Lower secondary	2016	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	ISCED11_3	Upper secondary	2016	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_1	Primary	2016	21.64627					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_2	Lower secondary	2016	50.90562					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_3	Upper secondary	2016	50.70423					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	1			Group						ISCED11_3	Upper secondary	2017	46.48478					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	1			Group						ISCED11_1	Primary	2017	16.38551					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	1			Group						ISCED11_2	Lower secondary	2017	43.39725					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	ISCED11_2	Lower secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	ISCED11_3	Upper secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	ISCED11_1	Primary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	202	Sub-Saharan Africa	3	2	Africa	Region						ISCED11_3	Upper secondary	2016	25.02586					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	202	Sub-Saharan Africa	3	2	Africa	Region						ISCED11_2	Lower secondary	2016	27.84743					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_1	Primary	2016	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_2	Lower secondary	2016	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_3	Upper secondary	2015	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	21	Northern America	3	19	Americas	Region						ISCED11_3	Upper secondary	2016	99.80569					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	21	Northern America	3	19	Americas	Region						ISCED11_1	Primary	2016	99.58163					UIS		E	Estimated data	PT	Percentage	G	Global			
