series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
AG_LND_FRST	Forest area as a proportion of total land area (%)	1	World	1			Region						2015	30.65805					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2015	35.21555					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	2015	44.46775					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2015	10.74766					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						2015	9.90649					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	2015	42.53417					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	2015	53.57467					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	2015	0.82125					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2015	39.80453					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2015	38.16667					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	13	Central America	4	419	Latin America and the Caribbean	Region						2015	35.18793					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2015	22.30844					FAO, Global Forest Resources Assessment and FAOSTAT	Official country data submitted to FAO	C	Country data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	135	Caucasus and Central Asia	1			Group						2015	3.89619					FAO, Global Forest Resources Assessment and FAOSTAT	Aggregate, may include official, semi-official, estimated or calculated data	E	Estimated data	PT	Percentage	G	Global			
AG_LND_FRST	Forest area as a proportion of total land area (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	2015	52.91667					FAO, Global Forest Resources Assessment and FAOSTAT	FAO Estimate	E	Estimated data	PT	Percentage	G	Global			
