series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	2017	75.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	2017	100.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	2017	76.35					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	2017	81.98					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	2017	91.42					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	2017	0.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	2017	94.57					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	2017	42.18					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	2017	96.01					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	2017	100.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	2017	0.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	2017	100.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	438	Liechtenstein	4	155	Western Europe	Country	9.552985019	47.14167005	LIE	1	1	2017	100.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	2017	100.0					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1	2017	81.58					Environment Live		C	Country data	PT	Percentage	G	Global			
EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	2017	0.0					Environment Live		C	Country data	PT	Percentage	G	Global			
