series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	1	World	1			Region						2017	1.93					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2017	4.5					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	2017	5.87					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2017	-3.13					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						2017	-0.03					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	2017	2.58					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	2017	5.38					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	2017	-0.35					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2017	0.9					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2017	2.11					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	13	Central America	4	419	Latin America and the Caribbean	Region						2017	0.95					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2017	2.71					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	2017	0.99					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						2017	2.74					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	2017	2.89					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	142	Asia	2	1	World	Region						2017	3.7					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	143	Central Asia	3	142	Asia	Region						2017	3.11					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	2017	2.92					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	145	Western Asia	3	142	Asia	Region						2017	1.04					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	2017	-6.05					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	15	Northern Africa	3	2	Africa	Region						2017	2.19					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	150	Europe	2	1	World	Region						2017	2.25					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	151	Eastern Europe	3	150	Europe	Region						2017	3.11					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	2017	0.67					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	154	Northern Europe	3	150	Europe	Region						2017	1.83					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	155	Western Europe	3	150	Europe	Region						2017	1.84					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	2017	6.4					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						2017	-3.49					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	2017	0.91					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	2017	1.09					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	2017	-5.59					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						2017	-0.04					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	2017	0.38					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	2017	1.91					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	2017	2.17					United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)		CA	Country adjusted data	PT	Percentage	G	Global			
