series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	1	World	1			Region						2017	48.52					Source: Values aggregated by custodian agencies; 	Based on 65 countries out of 151 countries sharing transboundary aquifers	G	Global monitoring data	PT	Percentage	G	Global			
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2017	98.0					Source: Relevant country authority; 		C	Country data	PT	Percentage	G	Global			
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2017	79.39					Source: Relevant country authority; 		C	Country data	PT	Percentage	G	Global			
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2018	96.32					Source: Relevant country authority; 		C	Country data	PT	Percentage	G	Global			
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2017	0.0					Source: Relevant country authority; 		C	Country data	PT	Percentage	G	Global			
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2017						Data compiled by UNECE and UNESCO as co-custodians	Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	N		
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	2017						Data compiled by UNECE and UNESCO as co-custodians	Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	N		
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	2017						Data compiled by UNECE and UNESCO as co-custodians	Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	N		
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	2017	53.09					Source: Relevant country authority; 		C	Country data	PT	Percentage	G	Global			
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	2017	0.0					Source: Relevant country authority; 		C	Country data	PT	Percentage	G	Global			
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1	2017						Data compiled by UNECE and UNESCO as co-custodians	Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	N		
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	162	Christmas Island	4	53	Australia and New Zealand	Country	105.6426067	-10.4882473	CXR	0	1	2017						Data compiled by UNECE and UNESCO as co-custodians	Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	N		
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	166	Cocos (Keeling) Islands	4	53	Australia and New Zealand	Country	96.82633757	-12.18600682	CCK	0	1	2017						Data compiled by UNECE and UNESCO as co-custodians	Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	N		
EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	2017						Data compiled by UNECE and UNESCO as co-custodians	Value not relevant for the country	_X	Data nature not available	PT	Percentage	G	Global	N		
