series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	modeOfTransportation_code	modeOfTransportation_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	MOT_ROA	Road transport	2017	209.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	209,274,907,308		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	MOT_RAI	Rail transport	2017	8.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	8,584,704,732		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	13	Central America	4	419	Latin America and the Caribbean	Region						MOT_AIR	Air transport	2017	126.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	126,880,756,834		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	13	Central America	4	419	Latin America and the Caribbean	Region						MOT_RAI	Rail transport	2017	18.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	18,794,730,279		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	13	Central America	4	419	Latin America and the Caribbean	Region						MOT_ROA	Road transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,316,479,648,751		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	MOT_RAI	Rail transport	2017	4.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	4,033,469		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	MOT_ROA	Road transport	2017	2.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	2,041,573,074		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	MOT_ROA	Road transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,040,268,237		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	MOT_RAI	Rail transport	2017	3.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	3,781,228		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						MOT_RAI	Rail transport	2017	17.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	17,925,752,981		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						MOT_AIR	Air transport	2017	57.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	57,178,719,366		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						MOT_ROA	Road transport	2017	269.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	269,527,296,788		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	MOT_ROA	Road transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,559,839,484		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	MOT_RAI	Rail transport	2017	24.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	142	Asia	2	1	World	Region						MOT_ROA	Road transport	2017	10.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	10,718,204,549,154		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	142	Asia	2	1	World	Region						MOT_RAI	Rail transport	2017	4.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	4,623,841,703,199		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	142	Asia	2	1	World	Region						MOT_AIR	Air transport	2017	3.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	3,322,465,484,167		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	143	Central Asia	3	142	Asia	Region						MOT_ROA	Road transport	2017	205.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	205,191,945,561		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	143	Central Asia	3	142	Asia	Region						MOT_RAI	Rail transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,123,024,178		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	143	Central Asia	3	142	Asia	Region						MOT_AIR	Air transport	2017	24.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	24,209,797,414		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	MOT_ROA	Road transport	2017	24.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	24,113,903,596		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	MOT_RAI	Rail transport	2017	115.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	115,991,740,910		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	145	Western Asia	3	142	Asia	Region						MOT_ROA	Road transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,165,004,762,346		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	145	Western Asia	3	142	Asia	Region						MOT_AIR	Air transport	2017	891.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	891,593,464,204		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	145	Western Asia	3	142	Asia	Region						MOT_RAI	Rail transport	2017	47.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	47,260,997,871		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	MOT_RAI	Rail transport	2017	3.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	3,639		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	MOT_ROA	Road transport	2017	7.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	7,070,856,568		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	15	Northern Africa	3	2	Africa	Region						MOT_ROA	Road transport	2017	719.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	719,376,279,624		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	15	Northern Africa	3	2	Africa	Region						MOT_RAI	Rail transport	2017	2.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	2,924,669,441		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	15	Northern Africa	3	2	Africa	Region						MOT_AIR	Air transport	2017	58.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	58,707,534,368		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	150	Europe	2	1	World	Region						MOT_ROA	Road transport	2017	5.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	5,117,673,155,371		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	150	Europe	2	1	World	Region						MOT_RAI	Rail transport	2017	736.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	736,372,168,005		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	150	Europe	2	1	World	Region						MOT_AIR	Air transport	2017	1.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	1,853,740,102,096		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	151	Eastern Europe	3	150	Europe	Region						MOT_RAI	Rail transport	2017	46.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	46,786,306,721		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	151	Eastern Europe	3	150	Europe	Region						MOT_AIR	Air transport	2017	288.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	288,074,814,735		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	151	Eastern Europe	3	150	Europe	Region						MOT_ROA	Road transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,650,992,093,463		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	MOT_RAI	Rail transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,080,268,493		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	MOT_ROA	Road transport	2017	71.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	71,993,844,118		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	154	Northern Europe	3	150	Europe	Region						MOT_RAI	Rail transport	2017	139.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	139,942,899,119		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	154	Northern Europe	3	150	Europe	Region						MOT_AIR	Air transport	2017	662.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	662,911,692,194		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	154	Northern Europe	3	150	Europe	Region						MOT_ROA	Road transport	2017	743.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	743,652,753,663		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	155	Western Europe	3	150	Europe	Region						MOT_RAI	Rail transport	2017	393.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	393,169,961,713		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	155	Western Europe	3	150	Europe	Region						MOT_AIR	Air transport	2017	677.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	677,023,422,158		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	155	Western Europe	3	150	Europe	Region						MOT_ROA	Road transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,503,214,582,258		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	MOT_ROA	Road transport	2017	4.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	4,053,259,514,571		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	MOT_RAI	Rail transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,305,450,549,030		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1	MOT_RAI	Rail transport	2017	10.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	10,000,660		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1	MOT_ROA	Road transport	2017	468.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	468,105,021		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	162	Christmas Island	4	53	Australia and New Zealand	Country	105.6426067	-10.4882473	CXR	0	1	MOT_RAI	Rail transport	2017	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	162	Christmas Island	4	53	Australia and New Zealand	Country	105.6426067	-10.4882473	CXR	0	1	MOT_ROA	Road transport	2017	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	166	Cocos (Keeling) Islands	4	53	Australia and New Zealand	Country	96.82633757	-12.18600682	CCK	0	1	MOT_ROA	Road transport	2017	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	166	Cocos (Keeling) Islands	4	53	Australia and New Zealand	Country	96.82633757	-12.18600682	CCK	0	1	MOT_RAI	Rail transport	2017	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global			
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	17	Middle Africa	4	202	Sub-Saharan Africa	Region						MOT_ROA	Road transport	2017	203.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	203,939,113,655		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	17	Middle Africa	4	202	Sub-Saharan Africa	Region						MOT_AIR	Air transport	2017	5.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	5,903,089,877		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	17	Middle Africa	4	202	Sub-Saharan Africa	Region						MOT_RAI	Rail transport	2017	115.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	115,042,131		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	MOT_RAI	Rail transport	2017	496.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	496,134,754		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	MOT_ROA	Road transport	2017	157.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	157,630,276,823		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	MOT_ROA	Road transport	2017	557.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	557,044,451		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	MOT_RAI	Rail transport	2017	30.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	30,364		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1	MOT_RAI	Rail transport	2017	66.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	66,099		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1	MOT_ROA	Road transport	2017	51.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	51,347,179		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	MOT_ROA	Road transport	2017	10.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	10,996,508,745		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	MOT_RAI	Rail transport	2017	932.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	932,965		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	18	Southern Africa	4	202	Sub-Saharan Africa	Region						MOT_RAI	Rail transport	2017	12.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	12,622,636,924		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	18	Southern Africa	4	202	Sub-Saharan Africa	Region						MOT_AIR	Air transport	2017	34.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	34,854,559,058		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	18	Southern Africa	4	202	Sub-Saharan Africa	Region						MOT_ROA	Road transport	2017	304.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	304,517,958,299		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	MOT_ROA	Road transport	2017	67.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	67,860,194,308		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	MOT_RAI	Rail transport	2017	1.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	1,842,819		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	MOT_ROA	Road transport	2017	86.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	86,954,445		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	MOT_RAI	Rail transport	2017	3.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	3,383,394		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	MOT_ROA	Road transport	2017	64.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	64,593,389,558		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	MOT_RAI	Rail transport	2017	29.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	29,756,762		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	19	Americas	2	1	World	Region						MOT_ROA	Road transport	2017	5.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	5,064,107,929,883		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	19	Americas	2	1	World	Region						MOT_AIR	Air transport	2017	2.0					ICAO		C	Country data	P_KM	Passenger kilometres	G	Global	2,163,857,983,694		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	19	Americas	2	1	World	Region						MOT_RAI	Rail transport	2017	144.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	144,617,184,514		
IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	MOT_ROA	Road transport	2017	49.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	P_KM	Passenger kilometres	G	Global	49,639,752,739		
