series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2000.0	1.30	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2001.0	1.63	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2002.0	1.96	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2003.0	4.58	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2004.0	4.90	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2005.0	5.25	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2006.0	5.63	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2007.0	6.02	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2008.0	6.21	Float					Ministry of Transport and Communications	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2009.0	15.30	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2010.0	25.00	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2011.0	32.00	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2012.0	37.50	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2013.0	41.90	Float					National Statistical Service	['All population.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2014.0	54.62	Float					National Statistical Service	['All population']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2015.0	59.10	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2016.0	64.35	Float					National Statistical Service.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	51	Armenia	2017.0	69.72	Float					ITU estimate.	['']	NA	PER_100_POP
