series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2014.0	95.53	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	MALE
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2014.0	94.15	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	FEMALE
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2014.0	94.81	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	BOTHSEX
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2015.0	95.37	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	FEMALE
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2015.0	96.05	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	BOTHSEX
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2015.0	96.80	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	MALE
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2016.0	96.93	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	MALE
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2016.0	95.38	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	FEMALE
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2016.0	96.12	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	BOTHSEX
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2017.0	96.33	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	FEMALE
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2017.0	96.82	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	BOTHSEX
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	2017.0	97.36	Float					ITU World Telecommunication/ICT Indicators database.	['']	C	PERCENT	MALE
