series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2012.0	291	Float					World Health Organization Mortality Database	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	MALE	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2012.0	146	Float					World Health Organization Mortality Database	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	FEMALE	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2012.0	378	Float					National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	BOTHSEX	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2013.0	336	Float					National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	BOTHSEX	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2013.0	244	Float					World Health Organization Mortality Database	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	MALE	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2013.0	124	Float					World Health Organization Mortality Database	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	FEMALE	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2015.0	196	Float					World Health Organization Mortality Database	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	MALE	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2015.0	105	Float					World Health Organization Mortality Database	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	FEMALE	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2015.0	291	Float					National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	BOTHSEX	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2016.0	247	Float					National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	BOTHSEX	G
VC_IHR_PSRCN	Number of victims of intentional homicide, by sex (number)	642	Romania	2017.0	286	Float					National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)	['Data refer to offences, not victims, of intentional homicide']	C	NUMBER	BOTHSEX	G
