series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2007.0	5.2661	Float					National Statistical Office (NSO) - Government of Mongolia	['Household Socio-Economic Survey 2007-2008']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2007.0	8.53055	Float					National Statistical Office (NSO) - Government of Mongolia	['Household Socio-Economic Survey 2007-2008']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2009.0	10.48438	Float					National Statistical Office of Mongolia - NSO	['Household Socio-Economic Survey 2008-2009']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2009.0	5.90736	Float					National Statistical Office of Mongolia - NSO	['Household Socio-Economic Survey 2008-2009']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2010.0	4.09141	Float					National Statistical Office of Mongolia - NSO	['Household Socio-Economic Survey 2010']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2010.0	6.76638	Float					National Statistical Office of Mongolia - NSO	['Household Socio-Economic Survey 2010']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2012.0	10.18902	Float					National Statistical Office of Mongolia - NSO	['Household Socio-Economic Survey 2012']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	496	Mongolia	2012.0	6.11845	Float					National Statistical Office of Mongolia - NSO	['Household Socio-Economic Survey 2012']	CA	PERCENT	G	_T
