series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2000.0	1305.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2000.0	1354.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2000.0	1322.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2001.0	1576.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2001.0	1552.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2001.0	1590.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2002.0	1752.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2002.0	1773.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2002.0	1786.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2003.0	1971.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2003.0	1967.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2003.0	1973.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2004.0	2440.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2004.0	2452.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2004.0	2459.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2005.0	3257.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2005.0	3194.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2005.0	3091.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2006.0	4310.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2006.0	4416.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	862	Venezuela (Bolivarian Republic of)	2006.0	4132.0	Float					ILOSTAT - LFS - Household Sample Survey	['Local currency: VEN - Bolivar(VEB) | Repository: SEDLAC (CEDLAS and The World Bank)']	C	CUR_LCU	FEMALE	isco08	G
