series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	979.6	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-6	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	970.5	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-5	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	1544.9	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	880.8	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-9	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	1085.5	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-8	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	1068.5	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-7	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	1297.0	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-4	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	1494.6	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-3	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	2075.3	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-2	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	3059.9	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08-1	G
SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	348	Hungary	2014.0	1433.5	Float					ILOSTAT - ES - Structure of Earnings Survey	['Local currency: HUN - Forint(HUF) | Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees']	C	CUR_LCU	BOTHSEX	isco08	G
