series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of product
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	32.73421	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	TEX
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	27.61972	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	CLO
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	38.03082	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	IND
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	54.54545	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	OIL
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	41.97183	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	ARM
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	36.56531	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	ALP
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	27.14182	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	AGR
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	44.91315	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	ARM
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	37.55068	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	TEX
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	37.28774	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	AGR
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	41.39891	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	ALP
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	42.51153	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	IND
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	57.14286	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	OIL
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	31.78792	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	CLO
TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	826	United Kingdom of Great Britain and Northern Ireland	2015.0	36.62954	Float					ITC/UNCTAD/WTO database	['']	NA	PERCENT	CLO
