series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2000.0	46.76	Float					ABS Household Use of Information Technology Survey.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2001.0	52.69	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2005.0	63.00	Float					Australian Bureau of Statistics.	['Population age 15+.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2006.0	66.00	Float					Australian Bureau of Statistics. 	['Population age 15+.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2007.0	69.45	Float					Australian Bureau of Statistics.	['Population age 15+.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2008.0	71.67	Float					Australian Bureau of Statistics.	['Population age 15+.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2009.0	74.25	Float					Australian Bureau of Statistics.	['Population age 15+.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2010.0	76.00	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2011.0	79.49	Float					Australian Bureau of Statistics	['Individuals aged 15 years and over']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2012.0	79.00	Float					Australian Bureau of Statistics	['   Individuals aged 15 years and over']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2013.0	83.45	Float					Australian Bureau of Statistics	['Population age 15+.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2014.0	84.00	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2015.0	84.56	Float					Australian Bureau of Statistics	['Population age 15+.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2016.0	86.54	Float					ITU Estimate2.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	36	Australia	2017.0	86.54	Float					Australian Bureau of Statistics	['']	NA	PER_100_POP
