series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2000.0	71.05716	Float					UNCTADstat	['Estimate based on BPM5. Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2001.0	71.72888	Float					UNCTADstat	['Estimate based on BPM5. Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2002.0	71.93422	Float					UNCTADstat	['Estimate based on BPM5. Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2003.0	72.20187	Float					UNCTADstat	['Estimate based on BPM5. Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2004.0	71.3286	Float					UNCTADstat	['Estimate based on BPM5. Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2005.0	70.39823	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2006.0	69.99091	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2007.0	69.69827	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2008.0	68.89697	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2009.0	68.76024	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2010.0	65.7572	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2011.0	65.79057	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2012.0	64.80576	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2013.0	65.49334	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2014.0	65.0989	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2015.0	64.07421	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2016.0	64.02767	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	513	Europe and Northern America	2017.0	64.01986	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion, Puerto Rico, United States Virgin Islands. ']	CA	PERCENT
