series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2014.0	99.37857	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2014.0	99.53108	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2014.0	98.78377	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2015.0	98.80086	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2015.0	99.51392	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2015.0	99.36406	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2016.0	99.49717	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2016.0	98.81181	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2016.0	99.34914	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	514	Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)	2017.0	98.78974	Float					UIS	['']	E	PERCENT	UPPSEC	G
