series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2009.0	92.28973	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2009.0	83.35406	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2009.0	92.61871	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2010.0	92.83502	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2010.0	83.33975	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2010.0	92.24794	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2011.0	92.14115	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2011.0	83.80236	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2011.0	92.70737	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2015.0	92.4224	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2015.0	86.09341	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2016.0	86.68927	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2016.0	92.44918	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2017.0	92.72207	Float					UIS	['']	E	PERCENT	UPPSEC	G
SE_ACC_ELEC	Schools with access to electricity, by education level (%)	419	Latin America and the Caribbean	2017.0	86.53969	Float					UIS	['']	E	PERCENT	PRIMAR	G
