series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type	Type of skill
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2006.0	1.00179	Float					LLECE 2006	['']	C	Ratio	PRIMAR	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2006.0	1.03576	Float					LLECE 2006	['']	C	Ratio	PRIMAR	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2013.0	1.01781	Float					LLECE 2013	['']	C	Ratio	PRIMAR	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2013.0	1.02163	Float					LLECE 2013	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2013.0	0.97714	Float					LLECE 2013	['']	C	Ratio	PRIMAR	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2013.0	0.99037	Float					LLECE 2013	['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2014.0	0.88601	Float					National Learning Assessment (NLA): SER; Grade 10 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	LOWSEC	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2014.0	0.97773	Float					National Learning Assessment (NLA): SER; Grade 7 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	PRIMAR	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2014.0	1	Float					National Learning Assessment (NLA): SER; Grade 4 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2014.0	1.09136	Float					National Learning Assessment (NLA): SER; Grade 7 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	PRIMAR	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2014.0	1.1012	Float					National Learning Assessment (NLA): SER; Grade 10 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	LOWSEC	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2014.0	1.02367	Float					National Learning Assessment (NLA): SER; Grade 4 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2015.0	1.02977	Float					National Learning Assessment (NLA): SER; Grade 10 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	LOWSEC	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2015.0	1.02535	Float					National Learning Assessment (NLA): SER; Grade 7 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	PRIMAR	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2015.0	1.04141	Float					National Learning Assessment (NLA): SER; Grade 4 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2015.0	0.98708	Float					National Learning Assessment (NLA): SER; Grade 7 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	PRIMAR	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2015.0	0.97439	Float					National Learning Assessment (NLA): SER; Grade 4 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2015.0	0.90959	Float					National Learning Assessment (NLA): SER; Grade 10 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	LOWSEC	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2016.0	0.99689	Float					National Learning Assessment (NLA): SER; Grade 7 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	PRIMAR	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2016.0	0.98481	Float					National Learning Assessment (NLA): SER; Grade 4 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2016.0	0.93182	Float					National Learning Assessment (NLA): SER; Grade 10 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	LOWSEC	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2016.0	1.06156	Float					National Learning Assessment (NLA): SER; Grade 4 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2016.0	1.06143	Float					National Learning Assessment (NLA): SER; Grade 10 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	LOWSEC	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	218	Ecuador	2016.0	1.05615	Float					National Learning Assessment (NLA): SER; Grade 7 (+1); Minimum proficiency level: Elementary	['']	C	Ratio	PRIMAR	G	SKILL_READ
