series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of speed
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2004.0	349	Float					Ministry of Information Technology and Communication.	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2005.0	948	Float					Ministry of Information Technology and Communication.	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2006.0	2475	Float					Ministry of Information Technology and Communication.	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2007.0	3493	Float					MInistry of National Development	['Jan 2008.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2008.0	3417	Float					MInistry of National Development	['Jan 2009.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2009.0	4554	Float					MInistry of National Development	['Jan 2010.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2010.0	6793	Float					Vice President's Office Department of Information Communication Technology	['Jan 2011.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2011.0	9412	Float					Department of Information Communications Technology at Vice President's Office	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2012.0	10577	Float					Office of the President, Department of Information Communications Technology 	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2013.0	12411	Float					Office of the President, Department of Information Communications Technology 	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2014.0	11827	Float					Office of the President, Department of Information Communications Technology 	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2015.0	13420	Float					Office of the President, Department of Information Communications Technology 	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2016.0	14035	Float					Office of the President, Department of Information Communications Technology 	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	690	Seychelles	2017.0	15221	Float					Office of the President, Department of Information Communications Technology 	['']	NA	NUMBER	ANYS
