series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2000.0	42.26867	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2001.0	44.37901	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2002.0	45.17387	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2003.0	46.21662	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2004.0	45.72272	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2005.0	43.96007	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2006.0	43.29478	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2007.0	43.64069	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2008.0	42.79631	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2009.0	42.07101	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2010.0	39.29257	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2011.0	38.98266	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2012.0	37.58718	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2013.0	38.20916	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2014.0	38.13594	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2015.0	37.63015	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2016.0	38.33708	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
TX_EXP_GBMRCH	Developing countries’ and least developed countries’ share of global merchandise exports (%)	150	Europe	2017.0	38.21979	Float					UNCTADstat	['Including Guadeloupe, Martinique, Mayotte, Réunion. ']	CA	PERCENT
