series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2000.0	48.80	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2001.0	50.34	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2002.0	50.83	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2003.0	50.00	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2004.0	50.57	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2005.0	50.26	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2006.0	50.21	Float					Direzione Generale Poste e Telecomunicazioni.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2007.0	50.36	Float					Direzione Generale Poste e Telecomunicazioni.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2008.0	54.52	Float					Direzione Generale Poste e Telecomunicazioni	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2009.0	54.21	Float					Direzione Generale Poste e Telecomunicazioni	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2011.0	49.60	Float					Direzione Generale Poste e Telecomunicazioni	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	674	San Marino	2017.0	60.18	Float					ITU estimate.	['']	NA	PER_100_POP
