series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of product	Reporting Type
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2000.0	8.75937	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2001.0	8.80779	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2002.0	8.81154	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2003.0	9.15964	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2004.0	9.56771	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2005.0	9.87032	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2006.0	10.1951	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2007.0	10.51977	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2008.0	10.56885	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2009.0	10.49399	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2010.0	10.99898	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2011.0	11.42558	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2012.0	11.45464	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2013.0	11.67382	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2014.0	11.72166	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2015.0	11.84276	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2016.0	12.01324	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
EN_MAT_FTPRPC	Material footprint per capita, by type of raw material (tonnes)	1	World	2017.0	12.18155	Float					Environment Live / Global Material Flows Database	['']	E	TONNES	ALP	G
