series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2007.0	0.74034	Float					Federal State Statistics Service (ROSSTAT)	['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2007.0	1.43375	Float					Federal State Statistics Service (ROSSTAT)	['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2014.0	8.65341	Float					State Committee of the Russian Federation on Statistics	['Statistical Survey of Income and Participation in Social Programs']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2014.0	3.2594	Float					State Committee of the Russian Federation on Statistics	['Statistical Survey of Income and Participation in Social Programs']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2015.0	2.80834	Float					State Committee of the Russian Federation on Statistics	['Statistical Survey of Income and Participation in Social Programs']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2015.0	7.72374	Float					State Committee of the Russian Federation on Statistics	['Statistical Survey of Income and Participation in Social Programs']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2016.0	7.317	Float					State Committee of the Russian Federation on Statistics	['Statistical Survey of Income and Participation in Social Programs']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	643	Russian Federation	2016.0	2.85534	Float					State Committee of the Russian Federation on Statistics	['Statistical Survey of Income and Participation in Social Programs']	CA	PERCENT	G	_T
