series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2000.0	9.00	Float					Jabatan Telekom Brunei (JTB). Ministry of Communications.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2001.0	12.92	Float					Jabatan Telekom Brunei (JTB). Ministry of Communications.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2002.0	15.33	Float					AiTi.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2003.0	19.60	Float					AiTi.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2004.0	29.72	Float					AiTi.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2005.0	36.47	Float					AiTi.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2006.0	42.19	Float					AiTi.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2007.0	44.68	Float					Authority for Info-communications Technology Industry of Brunei Darussalam (AITI)	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2008.0	46.00	Float					Authority for Info-communications Technology Industry of Brunei Darussalam	['Estimate.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2009.0	49.00	Float					Authority for Info-communications Technology Industry of Brunei Darussalam	['Estimate.']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2010.0	53.00	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2011.0	56.00	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2012.0	60.27	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2013.0	64.50	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2014.0	68.77	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2015.0	71.20	Float					ITU estimate.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2016.0	90.00	Float					Department of Statistics.	['']	NA	PER_100_POP
IT_USE_ii99	Internet users per 100 inhabitants	96	Brunei Darussalam	2017.0	94.87	Float					ITU estimate.	['']	NA	PER_100_POP
