series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of speed
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2006.0	963	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2007.0	10957	Float					Nepal Telecommunications Authority	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2008.0	12000	Float					ITU estimate.	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2009.0	17078	Float					ITU estimate.	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2010.0	60177	Float					ITU based on Nepal Telecommunications Authority	['December.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2011.0	94656	Float					Nepal Telecommunications Authority	['December.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2012.0	230618	Float					ITU estimate based on December, 2012 NTA MIS.	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2013.0	311457	Float					Nepal Telecommunications Authority	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2014.0	250602	Float					Nepal Telecommunications Authority	['December 2014. Source: Management Information System Report.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2015.0	302705	Float					Nepal Telecommunications Authority	['December 2015. Source: Management Information System ']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2016.0	224184	Float					ITU Research.	['NTA MIS January report.DSL, fibre and cable modem.']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2017.0	33423	Float					Nepal Telecommunications Authority	['From NTA']	NA	NUMBER	2MT10MBPS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	524	Nepal	2017.0	503206	Float					Nepal Telecommunications Authority	['']	NA	NUMBER	ANYS
