series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2000.0	66.94357	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2000.0	94.76302	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2000.0	83.18718	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2001.0	83.18016	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2001.0	94.76063	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2001.0	66.93795	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2002.0	66.94716	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2002.0	94.76173	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2002.0	83.1816	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2003.0	83.17459	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2003.0	94.76012	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2003.0	66.9388	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2004.0	66.94593	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2004.0	94.75986	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2004.0	83.17562	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2005.0	83.17019	Float					UIS	['']	E	PERCENT	LOWSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2005.0	94.7596	Float					UIS	['']	C	PERCENT	UPPSEC	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2005.0	66.95306	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2006.0	66.94196	Float					UIS	['']	E	PERCENT	PRIMAR	G
SE_ACC_COMP	Schools with access to computers for pedagogical purposes, by education level (%)	9	Oceania	2006.0	94.75737	Float					UIS	['']	C	PERCENT	UPPSEC	G
