series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Type of speed
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2004.0	793	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2005.0	1269	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2006.0	2065	Float					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2007.0	42500	Float					National Telecommunication Corporation (NTC).	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2008.0	44625	Float					National Telecommunication Corporation (NTC).	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2010.0	13500	Float					National Telecommunication Corporation (NTC)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2011.0	17430	Float					National Telecommunication Corporation (NTC)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2012.0	24789	Float					National Telecommunication Corporation (NTC)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2013.0	25707	Float					National Telecommunication Corporation (NTC)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2014.0	20661	Float					National Telecommunication Corporation (NTC)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2015.0	27683	Float					National Telecommunication Corporation (NTC)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2016.0	25982	Float					National Telecommunication Corporation (NTC)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2017.0	18960	Float					Telecommunication and Post Regulatory Authority (TPRA)	['']	NA	NUMBER	256KT2MBPS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2017.0	11811	Float					Telecommunication and Post Regulatory Authority (TPRA)	['']	NA	NUMBER	2MT10MBPS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2017.0	31082	Float					Telecommunication and Post Regulatory Authority (TPRA)	['']	NA	NUMBER	ANYS
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	729	Sudan	2017.0	311	Float					Telecommunication and Post Regulatory Authority (TPRA)	['']	NA	NUMBER	10MBPS
