series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2008.0	0.1	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2009.0	0.2	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2010.0	0.2	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2011.0	0.2	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2012.0	0.4	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2013.0	0.1	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2014.0	0.6	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2014.0	0.1	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	MALE	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2016.0	0.1	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	FEMALE	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2016.0	0.1	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	MALE	G
VC_VOV_ROBB	Proportion of population subjected to robbery in the previous 12 months, by sex (%)	410	Republic of Korea	2016.0	0.1	Float					United Nations Office on Drugs and Crime (UNODC)	['UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations']	C	PERCENT	BOTHSEX	G
