series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Education level	Reporting Type	Type of skill
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2013.0	0.93768	Float					LLECE 2013	['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2013.0	1.00896	Float					LLECE 2013	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2014.0	1.02256	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 2; Minimum proficiency level: In process	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2014.0	0.97547	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 2; Minimum proficiency level: In process	['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2015.0	0.98624	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 2; Minimum proficiency level: In process	['']	C	Ratio	GRAD23	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2015.0	1.01228	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 2; Minimum proficiency level: In process	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2016.0	1.1054	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 8 (-1); Minimum proficiency level: In process	['']	C	Ratio	LOWSEC	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2016.0	1.01363	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 2; Minimum proficiency level: In process	['']	C	Ratio	GRAD23	G	SKILL_READ
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2016.0	0.87677	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 8 (-1); Minimum proficiency level: In process	['']	C	Ratio	LOWSEC	G	SKILL_MATH
SE_TOT_GPI	Gender parity index for achievement (ratio)	604	Peru	2016.0	0.99012	Float					National Learning Assessment (NLA): Evaluación Censal de Estudiantes (ECE); Grade 2; Minimum proficiency level: In process	['']	C	Ratio	GRAD23	G	SKILL_MATH
