series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	3.3	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	2.5	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	3.3	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	1.8	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	1.8	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	3.3	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	2.5	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	2.5	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2005.0	2.0	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2013.0	1.7	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2013.0	3.0	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2013.0	2.3	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2013.0	1.7	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2013.0	2.9	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	231	Ethiopia	2013.0	1.1	Float					ILOSTAT - LFS - National Labor Force Survey	['Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;']	C	PERCENT	MALE	PD	G
