series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2000.0	1.08041	Float					UNCTADstat	['Estimate based on BPM5. Excluding Mayotte, Réunion.']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2001.0	1.11521	Float					UNCTADstat	['Estimate based on BPM5. Excluding Mayotte, Réunion.']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2002.0	1.13246	Float					UNCTADstat	['Estimate based on BPM5. Excluding Mayotte, Réunion.']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2003.0	1.2613	Float					UNCTADstat	['Estimate based on BPM5. Excluding Mayotte, Réunion.']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2004.0	1.22448	Float					UNCTADstat	['Estimate based on BPM5. Excluding Mayotte, Réunion.']	E	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2005.0	1.15328	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2006.0	1.16428	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2007.0	1.1354	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2008.0	1.07571	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2009.0	1.13922	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2010.0	1.20669	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2011.0	1.24701	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2012.0	1.27193	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2013.0	1.20808	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2014.0	1.14871	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2015.0	1.23155	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2016.0	1.21318	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
TX_EXP_GBSVR	Developing countries’ and least developed countries’ share of global services exports (%)	738	Sub-Saharan Africa (inc. Sudan)	2017.0	1.21901	Float					UNCTADstat	['Excluding Mayotte, Réunion.']	CA	PERCENT
