series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2005, 2008, 2010, 2014, 2015, 2016, 2017, 2019]	2005	2019	8
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2006, 2007, 2008, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2006	2019	12
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2018]	2018	2018	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2005, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2017]	2017	2017	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2007, 2008, 2011, 2012, 2014, 2015, 2016, 2017]	2007	2017	8
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2011, 2012, 2013, 2019]	2011	2019	4
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			[2005, 2010]	2005	2010	2
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2017]	2017	2017	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2018]	2006	2018	10
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2017]	2017	2017	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			[2007, 2010, 2011, 2012, 2013, 2014]	2007	2014	6
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			[2007, 2008, 2009, 2012, 2016]	2007	2016	5
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2005	2015	11
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			[2012, 2016, 2017]	2012	2017	3
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			[2005, 2006, 2007, 2008]	2005	2008	4
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2005, 2010]	2005	2010	2
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			[2012, 2016, 2018]	2012	2018	3
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			[2016, 2017, 2018]	2016	2018	3
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			[2017, 2018, 2019]	2017	2019	3
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			[2008, 2010, 2016, 2018, 2019]	2008	2019	5
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			[2008, 2009, 2010, 2012, 2013, 2015, 2016, 2017, 2018]	2008	2018	9
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			[2005, 2009, 2010, 2011, 2012, 2013, 2014]	2005	2014	7
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			[2012, 2015, 2016, 2017, 2018]	2012	2018	5
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			[2009, 2011]	2009	2011	2
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			[2005, 2006, 2007, 2015, 2016, 2018]	2005	2018	6
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013]	2005	2013	8
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			[2005, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2005	2015	9
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			[2009, 2015, 2017, 2018]	2009	2018	4
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011]	2005	2011	7
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	12
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			[2009, 2011, 2013, 2014, 2015]	2009	2015	5
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			[2005, 2006, 2008, 2009, 2011]	2005	2011	5
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[2015, 2016, 2017, 2018]	2015	2018	4
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			[2014, 2017, 2018, 2019]	2014	2019	4
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			[2017, 2018, 2019]	2017	2019	3
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			[2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019]	2005	2019	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			[2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	412	Kosovo	4	151	Eastern Europe	Country								[2005, 2007, 2012, 2013, 2014, 2015]	2005	2015	6
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1			[2011]	2011	2011	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			[2015, 2018, 2019]	2015	2019	3
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			[2006, 2007, 2008, 2009, 2012, 2013, 2014, 2016, 2017, 2018]	2006	2018	10
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			[2005, 2006, 2007, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			[2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019]	2008	2019	11
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			[2005, 2006, 2007, 2008]	2005	2008	4
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			[2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2006	2017	9
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014]	2005	2014	9
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			[2017]	2017	2017	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			[2006, 2009, 2013, 2016, 2018]	2006	2018	5
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			[2015, 2017]	2015	2017	2
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			[2005, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]	2005	2018	10
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2015, 2016, 2017, 2018]	2005	2018	12
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			[2015, 2016, 2017, 2018, 2019]	2015	2019	5
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	15
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1			[2009]	2009	2009	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			[2016, 2017, 2018]	2016	2018	3
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			[2006, 2007, 2008, 2009, 2012, 2013]	2006	2013	6
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			[2005, 2006, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018]	2005	2018	10
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			[2017]	2017	2017	1
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018]	2005	2018	13
VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	14
