series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019]	2005	2019	14
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2006, 2008, 2009, 2010, 2011, 2012, 2018, 2019]	2006	2019	8
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2006, 2008, 2009, 2011, 2016, 2017, 2018, 2019]	2006	2019	8
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2014]	2014	2014	1
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2016, 2017]	2016	2017	2
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	12
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2005, 2009, 2010, 2012, 2014, 2015, 2016, 2017]	2005	2017	8
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			[2007, 2014]	2007	2014	2
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			[2005, 2006, 2007, 2008, 2009]	2005	2009	5
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2005	2014	10
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			[2016]	2016	2016	1
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2010, 2011]	2010	2011	2
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			[2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	11
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			[2010, 2011, 2012, 2016]	2010	2016	4
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			[2015, 2016, 2017, 2018]	2015	2018	4
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			[2010, 2011, 2012, 2014]	2010	2014	4
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			[2012, 2017]	2012	2017	2
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			[2005]	2005	2005	1
VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			[2005, 2006, 2007, 2008, 2009, 2012, 2014, 2015, 2016]	2005	2016	9
