series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	1	World	1			Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	202	Sub-Saharan Africa	3	2	Africa	Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	419	Latin America and the Caribbean	3	19	Americas	Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	513	Europe and Northern America	2	1	World	Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	53	Australia and New Zealand	3	9	Oceania	Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	62	Central and Southern Asia	2	1	World	Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	747	Northern Africa and Western Asia	2	1	World	Region								[2019]	2019	2019	1
SG_DSR_SFDRR	Number of countries that reported having a National DRR Strategy which is aligned to the Sendai Framework	753	Eastern and South-Eastern Asia	2	1	World	Region								[2019]	2019	2019	1
