series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	samplingStations_code	samplingStations_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.07553			8.102	8.035		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSNSI | LATITUDE: -27.35 | LONGITUDE: 153.56	C	Country data	PH	pH	G	Global	C04	NRSNSI	2017				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.07675			8.103	8.052		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.22	C	Country data	PH	pH	G	Global	C05	NRSPHB	2017				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.06233			8.09	8.047		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSKAI | LATITUDE: -35.835 | LONGITUDE: 136.453	C	Country data	PH	pH	G	Global	C02	NRSKAI	2018				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.0852			8.133	8.069		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.25	C	Country data	PH	pH	G	Global	C03	NRSMAI	2018				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.08318			8.112	8.046		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSROT | LATITUDE: -31.9998333333333 | LONGITUDE: 115.4155	C	Country data	PH	pH	G	Global	C06	NRSROT	2018				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.077			8.116	8.052		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSPHB | LATITUDE: -34.11 | LONGITUDE: 151.22	C	Country data	PH	pH	G	Global	C05	NRSPHB	2018				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.06046			8.087	8.024		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSYON | LATITUDE: -19.3085 | LONGITUDE: 147.6184	C	Country data	PH	pH	G	Global	C07	NRSYON	2018				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.08285			8.117	8.053		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSNSI | LATITUDE: -27.35 | LONGITUDE: 153.56	C	Country data	PH	pH	G	Global	C04	NRSNSI	2018				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	7.98194			8.022	7.915		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSDAR | LATITUDE: -12.227 | LONGITUDE: 130.842	C	Country data	PH	pH	G	Global	C01	NRSDAR	2018				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.0905			8.091	8.09		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSNSI | LATITUDE: -27.345 | LONGITUDE: 153.562	C	Country data	PH	pH	G	Global	C04	NRSNSI	2019				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.0714			8.083	8.055		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSROT | LATITUDE: -31.9998333333333 | LONGITUDE: 115.4155	C	Country data	PH	pH	G	Global	C06	NRSROT	2019				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	8.084			8.089	8.08		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.25	C	Country data	PH	pH	G	Global	C03	NRSMAI	2019				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.07683			8.202	7.855		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Dunedin Pylon | LATITUDE: -45.78 | LONGITUDE: 170.72	C	Country data	PH	pH	G	Global	C04	Dunedin Pylon	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.07715			8.318	7.941		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56	C	Country data	PH	pH	G	Global	C03	Chatham Islands	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.04517			8.298	7.898		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.1774	C	Country data	PH	pH	G	Global	C02	Bay of Plenty	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.9381			8.009	7.806		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.724	C	Country data	PH	pH	G	Global	C01	Auckland	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03011			8.122	7.938		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.349	C	Country data	PH	pH	G	Global	C08	Tasman Bay	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.04744			8.152	7.972		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.131	C	Country data	PH	pH	G	Global	C07	Stewart Island	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.044			8.147	7.88		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.616	C	Country data	PH	pH	G	Global	C10	Westcoast-Jackson Bay	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.06415			8.134	8.003		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Marlborough Sounds | LATITUDE: -41.033 | LONGITUDE: 174.017	C	Country data	PH	pH	G	Global	C06	Marlborough Sounds	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.02504			8.093	7.939		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Golden Bay | LATITUDE: -40.63 | LONGITUDE: 172.716	C	Country data	PH	pH	G	Global	C05	Golden Bay	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03817			8.121	7.963		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.808	C	Country data	PH	pH	G	Global	C09	Wellington	2015				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.00793			8.096	7.956		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.808	C	Country data	PH	pH	G	Global	C09	Wellington	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.98835			8.109	7.809		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Golden Bay | LATITUDE: -40.63 | LONGITUDE: 172.716	C	Country data	PH	pH	G	Global	C05	Golden Bay	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.05008			8.175	7.951		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.616	C	Country data	PH	pH	G	Global	C10	Westcoast-Jackson Bay	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.95211			8.051	7.814		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Marlborough Sounds | LATITUDE: -40.946 | LONGITUDE: 173.987	C	Country data	PH	pH	G	Global	C06	Marlborough Sounds	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.01504			8.117	7.931		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.349	C	Country data	PH	pH	G	Global	C08	Tasman Bay	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.04891			8.164	7.96		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.131	C	Country data	PH	pH	G	Global	C07	Stewart Island	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03988			8.139	7.912		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Dunedin Pylon | LATITUDE: -45.78 | LONGITUDE: 170.72	C	Country data	PH	pH	G	Global	C04	Dunedin Pylon	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03071			8.168	7.944		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.1774	C	Country data	PH	pH	G	Global	C02	Bay of Plenty	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.95817			8.083	7.869		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.724	C	Country data	PH	pH	G	Global	C01	Auckland	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.00743			8.093	7.813		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56	C	Country data	PH	pH	G	Global	C03	Chatham Islands	2016				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.00886			8.197	7.887		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56	C	Country data	PH	pH	G	Global	C03	Chatham Islands	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03067			8.128	7.974		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.1774	C	Country data	PH	pH	G	Global	C02	Bay of Plenty	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.93983			8.012	7.87		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.724	C	Country data	PH	pH	G	Global	C01	Auckland	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.024			8.137	7.768		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.131	C	Country data	PH	pH	G	Global	C07	Stewart Island	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.0058			8.109	7.878		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Golden Bay | LATITUDE: -40.63 | LONGITUDE: 172.716	C	Country data	PH	pH	G	Global	C05	Golden Bay	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.07056			8.123	7.965		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.616	C	Country data	PH	pH	G	Global	C10	Westcoast-Jackson Bay	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.0065			8.145	7.906		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.808	C	Country data	PH	pH	G	Global	C09	Wellington	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.04075			8.114	7.808		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Dunedin Pylon | LATITUDE: -45.78 | LONGITUDE: 170.72	C	Country data	PH	pH	G	Global	C04	Dunedin Pylon	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.02717			8.136	7.984		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Marlborough Sounds | LATITUDE: -40.946 | LONGITUDE: 173.987	C	Country data	PH	pH	G	Global	C06	Marlborough Sounds	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.00904			8.15	7.839		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.349	C	Country data	PH	pH	G	Global	C08	Tasman Bay	2017				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.02088			8.101	7.946		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.349	C	Country data	PH	pH	G	Global	C08	Tasman Bay	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.01058			8.103	7.905		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.808	C	Country data	PH	pH	G	Global	C09	Wellington	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.0235			8.126	7.937		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Golden Bay | LATITUDE: -40.63 | LONGITUDE: 172.716	C	Country data	PH	pH	G	Global	C05	Golden Bay	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.06786			8.164	7.99		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.616	C	Country data	PH	pH	G	Global	C10	Westcoast-Jackson Bay	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.07817			8.146	8.035		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Dunedin Pylon | LATITUDE: -45.78 | LONGITUDE: 170.72	C	Country data	PH	pH	G	Global	C04	Dunedin Pylon	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.05356			8.113	8.024		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.131	C	Country data	PH	pH	G	Global	C07	Stewart Island	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03139			8.095	7.939		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Marlborough Sounds | LATITUDE: -40.946 | LONGITUDE: 173.987	C	Country data	PH	pH	G	Global	C06	Marlborough Sounds	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.95262			8.026	7.857		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.724	C	Country data	PH	pH	G	Global	C01	Auckland	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.00845			8.057	7.932		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.1774	C	Country data	PH	pH	G	Global	C02	Bay of Plenty	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03157			8.083	7.945		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56	C	Country data	PH	pH	G	Global	C03	Chatham Islands	2018				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.9324			8.004	7.827		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.1774	C	Country data	PH	pH	G	Global	C02	Bay of Plenty	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.99629			8.034	7.97		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56	C	Country data	PH	pH	G	Global	C03	Chatham Islands	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.97883			8.022	7.924		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Marlborough Sounds | LATITUDE: -40.946 | LONGITUDE: 173.987	C	Country data	PH	pH	G	Global	C06	Marlborough Sounds	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.90542			8.006	7.838		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.808	C	Country data	PH	pH	G	Global	C09	Wellington	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.03375			8.04	8.023		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Dunedin Pylon | LATITUDE: -45.78 | LONGITUDE: 170.72	C	Country data	PH	pH	G	Global	C04	Dunedin Pylon	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	8.0666			8.131	7.947		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.616	C	Country data	PH	pH	G	Global	C10	Westcoast-Jackson Bay	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.99208			8.029	7.947		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Golden Bay | LATITUDE: -40.63 | LONGITUDE: 172.716	C	Country data	PH	pH	G	Global	C05	Golden Bay	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	554	New Zealand	7.988			8.006	7.97		Intergovernmental Oceanographic Commission (IOC) of UNESCO		Mooring Name: Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.349	C	Country data	PH	pH	G	Global	C08	Tasman Bay	2019				4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1
