series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	5554063.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2010				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	5738041.75						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2011				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	5729046.8						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2012				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	7436168.86						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2013				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	7533753.17						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2014				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	8062395.98						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2015				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	8875938.19						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2016				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	9011045.4						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2017				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	9194734.15						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2018				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	1	World	9382133.36						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2019				1			Region					
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	45056.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2010				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	40442.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2011				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	38431.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	35162.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2013				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	42310.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2014				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	61987.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	61481.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	54493.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2017				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	55904.04						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2018				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	100	Bulgaria	57225.94						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2019				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	112	Belarus	2490.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2014				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	112	Belarus	5580.82						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2015				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	112	Belarus	4540.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EN_EWT_RCYV	Electronic waste recycling (Tonnes)	112	Belarus	6200.0						Environment Live / UNU			E	Estimated data	T	Tonnes	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
