series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	2322.74005						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2000				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	5460.0631						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2001				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	8911.64479						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2002				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	11938.04355						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2003				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	8984.15733						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2004				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	11681.96987						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2005				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	4268.62644						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2006				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	10884.21293						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2007				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	12460.49533						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2008				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	14120.36356						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2009				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	13187.60141						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2010				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	16319.64968						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2011				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	19672.93541						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2012				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	12726.98373						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2013				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	19805.04579						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2014				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	36659.33533						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2015				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	1723.57281						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2016				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	20734.30656						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2017				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	11	Western Africa	15736.02031						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2018				4	202	Sub-Saharan Africa	Region					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	1905.56772						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2000				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	5083.41578						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2001				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	7509.8173						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2002				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	8614.96732						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2003				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	9364.25989						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2004				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	14325.73591						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2005				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	11491.00056						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2006				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	12202.02747						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2007				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	10527.82045						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2008				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	11730.63207						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2009				1			Group					
DC_TRF_TFDV	Total resource flows for development, by recipient and donor countries (millions of current United States dollars)	127	Southern Asia (excluding India)	11537.9942						The Organisation for Economic Co-operation and Development (OECD).		Net Disbursements | Based on OECD, DAC database, 2020 | Current USD million	C	Country data	USD	USD	G	Global	2010				1			Group					
