series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	typeOfProduct_code	typeOfProduct_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	53826392569.72						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2000				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	54814494376.0399						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2001				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	55531625387.96						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2002				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	58451426329.07						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2003				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	61820541822.44						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2004				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	64573227896.94						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2005				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	67530796691.27						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2006				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	70549968243.37						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2007				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	71760052038.82						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2008				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	72132970028.68						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2009				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	76532750381.32						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2010				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	80470468102.91						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2011				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	81650722380.98						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2012				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	84208205988.21						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2013				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	85550011428.93						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2014				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	87435173507.7						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2015				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	89702465526.98						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2016				1			Region					
EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	1	World	91973870430.79						Environment Live / Global Material Flows Database			E	Estimated data	T	Tonnes	_T	Total or no breakdown	G	Global	2017				1			Region					
